Source,Source Plate Barcode,Source Well,Destination,Destination Plate Barcode,Destination Well,Transfer Volume,Concentration,Reagent ID,Printing ID,Layer,Updated At,Printed At,REC ID
Working-CORELibrary10mM.v1.p1,r05207,AF19,P-1,fake_bc,B08,2.5,10000,a3b5e9e1-244a-4ec8-a3bc-a1ba4c1a595f,None,treatment,2019-12-11 12:33:05.661779,None,REC-0064149
Working-CORELibrary10mM.v1.p1,r05207,L34,P-1,fake_bc,B08,2.5,10000,1f9704c5-380f-4dd8-afb9-1310de9c2a23,None,treatment,2019-12-11 12:33:05.662432,None,REC-0001015
Working-CORELibrary10mM.v1.p1,r05207,R07,P-1,fake_bc,B08,2.5,10000,7dc7fb3a-e0be-4636-8c00-5a9bda3e329a,None,treatment,2019-12-11 12:33:05.663070,None,REC-0064780
Working-CORELibrary10mM.v1.p1,r05207,I01,P-1,fake_bc,B08,2.5,10000,03f9036f-c2ac-4585-ba66-5c42bbb54048,None,treatment,2019-12-11 12:33:05.663717,None,REC-0064391
Working-CORELibrary10mM.v1.p1,r05207,A17,P-1,fake_bc,B08,2.5,10000,4cb2d180-62bf-4745-926f-78c212f87adc,None,treatment,2019-12-11 12:33:05.664352,None,REC-0064413
Working-CORELibrary10mM.v1.p1,r05207,P30,P-1,fake_bc,B09,2.5,10000,4ec8d695-ef0a-498b-89bc-86b5c694dd95,None,treatment,2019-12-11 12:33:05.761193,None,REC-0000266
Working-CORELibrary10mM.v1.p1,r05207,K26,P-1,fake_bc,B09,2.5,10000,55c4a34c-b760-45af-91a4-5d4f12c57aab,None,treatment,2019-12-11 12:33:05.762055,None,REC-0002140
Working-CORELibrary10mM.v1.p1,r05207,V10,P-1,fake_bc,B09,2.5,10000,0fcf77e9-38e9-4fa3-b902-e4fe203fafe7,None,treatment,2019-12-11 12:33:05.762719,None,REC-0000415
Working-CORELibrary10mM.v1.p1,r05207,S39,P-1,fake_bc,B09,2.5,10000,83783a3f-2176-46b1-9e4e-ea6473b0f4be,None,treatment,2019-12-11 12:33:05.763378,None,REC-0064653
Working-CORELibrary10mM.v1.p1,r05207,Q34,P-1,fake_bc,B09,2.5,10000,99ae8676-f34c-42be-8053-8d8a5aeec2cc,None,treatment,2019-12-11 12:33:05.764026,None,REC-0064704
Working-CORELibrary10mM.v1.p1,r05207,P17,P-1,fake_bc,B12,2.5,10000,faa4a899-4552-4e3c-970a-a1dc78b87642,None,treatment,2019-12-11 12:33:05.771166,None,REC-0000870
Working-CORELibrary10mM.v1.p1,r05207,X43,P-1,fake_bc,B12,2.5,10000,8ac173d5-eb94-4c66-ba0d-36e61933a07e,None,treatment,2019-12-11 12:33:05.771813,None,REC-0004380
Working-CORELibrary10mM.v1.p1,r05207,K26,P-1,fake_bc,B12,2.5,10000,55c4a34c-b760-45af-91a4-5d4f12c57aab,None,treatment,2019-12-11 12:33:05.772463,None,REC-0002140
Working-CORELibrary10mM.v1.p1,r05207,AD25,P-1,fake_bc,B12,2.5,10000,e07a2be8-3d5d-441d-a36b-314e232860b0,None,treatment,2019-12-11 12:33:05.773217,None,REC-0001533
Working-CORELibrary10mM.v1.p1,r05207,W21,P-1,fake_bc,B12,2.5,10000,a05b6f91-886a-4a19-9916-3ccad7b13f10,None,treatment,2019-12-11 12:33:05.773890,None,REC-0064581
Working-CORELibrary10mM.v1.p1,r05207,W36,P-1,fake_bc,B13,2.5,10000,5f0823f9-78c3-41ac-83e5-ae824634e657,None,treatment,2019-12-11 12:33:03.225325,None,REC-0001099
Working-CORELibrary10mM.v1.p1,r05207,L10,P-1,fake_bc,B13,2.5,10000,d4a2977c-a1ef-4730-97cb-aa5352a271c1,None,treatment,2019-12-11 12:33:03.225955,None,REC-0000316
Working-CORELibrary10mM.v1.p1,r05207,W02,P-1,fake_bc,B13,2.5,10000,f816c480-d05e-4b92-aad9-a60898e80aa4,None,treatment,2019-12-11 12:33:03.226579,None,REC-0001497
Working-CORELibrary10mM.v1.p1,r05207,AE29,P-1,fake_bc,B13,2.5,10000,808631d5-e036-41d5-8293-225b199a7d00,None,treatment,2019-12-11 12:33:03.227215,None,REC-0063439
Working-CORELibrary10mM.v1.p1,r05207,AF12,P-1,fake_bc,B13,2.5,10000,48b20339-3242-4aaf-96ba-62f9f966e1b1,None,treatment,2019-12-11 12:33:03.227841,None,REC-0001446
Working-CORELibrary10mM.v1.p1,r05207,U08,P-1,fake_bc,B16,2.5,10000,446f0183-9653-47a6-b446-f713b1eff854,None,treatment,2019-12-11 12:33:07.410146,None,REC-0064853
Working-CORELibrary10mM.v1.p1,r05207,D01,P-1,fake_bc,B16,2.5,10000,63965aa7-15b8-410d-82b4-01619972ef0c,None,treatment,2019-12-11 12:33:07.410775,None,REC-0001479
Working-CORELibrary10mM.v1.p1,r05207,Z19,P-1,fake_bc,B16,2.5,10000,81af6791-f2ff-48d4-8116-361bb739b0c1,None,treatment,2019-12-11 12:33:07.411403,None,REC-0064790
Working-CORELibrary10mM.v1.p1,r05207,AD37,P-1,fake_bc,B16,2.5,10000,0774ff47-1de4-426f-b691-8143d29cdca7,None,treatment,2019-12-11 12:33:07.412027,None,REC-0065070
Working-CORELibrary10mM.v1.p1,r05207,AB22,P-1,fake_bc,B16,2.5,10000,fba5a400-b71b-451d-9511-2840e790c4b1,None,treatment,2019-12-11 12:33:07.412647,None,REC-0000403
Working-CORELibrary10mM.v1.p1,r05207,F04,P-1,fake_bc,B17,2.5,10000,b4b48964-fcff-48ca-bbc2-a9561902238f,None,treatment,2019-12-11 12:33:04.731295,None,REC-0001484
Working-CORELibrary10mM.v1.p1,r05207,G26,P-1,fake_bc,B17,2.5,10000,26e75e89-68d5-409f-be26-f73902c3e4ba,None,treatment,2019-12-11 12:33:04.731922,None,REC-0000790
Working-CORELibrary10mM.v1.p1,r05207,W22,P-1,fake_bc,B17,2.5,10000,062bd9f9-f64c-4080-9df4-10bd6a390d54,None,treatment,2019-12-11 12:33:04.732548,None,REC-0000405
Working-CORELibrary10mM.v1.p1,r05207,M16,P-1,fake_bc,B17,2.5,10000,3d542459-10ff-4573-b6fb-cef3b94c643d,None,treatment,2019-12-11 12:33:04.733175,None,REC-0064866
Working-CORELibrary10mM.v1.p1,r05207,K12,P-1,fake_bc,B17,2.5,10000,96045443-ed46-4d2c-a6e7-43d204e8bc85,None,treatment,2019-12-11 12:33:04.733804,None,REC-0001721
Working-CORELibrary10mM.v1.p1,r05207,M34,P-1,fake_bc,B19,2.5,10000,b1dd20fc-ceaa-4ded-b8df-548df6bb5171,None,treatment,2019-12-11 12:33:07.540650,None,REC-0064710
Working-CORELibrary10mM.v1.p1,r05207,Y42,P-1,fake_bc,B19,2.5,10000,2c524d22-2148-4a97-9c18-21c9cddc6763,None,treatment,2019-12-11 12:33:07.541278,None,REC-0064914
Working-CORELibrary10mM.v1.p1,r05207,C22,P-1,fake_bc,B19,2.5,10000,46cf0c60-e432-4a60-87a4-fd80c07852e9,None,treatment,2019-12-11 12:33:07.541905,None,REC-0000213
Working-CORELibrary10mM.v1.p1,r05207,AF07,P-1,fake_bc,B19,2.5,10000,8beaca79-9d38-4199-8246-2d66217dac68,None,treatment,2019-12-11 12:33:07.542536,None,REC-0063874
Working-CORELibrary10mM.v1.p1,r05207,Z06,P-1,fake_bc,B19,2.5,10000,ed64a5a4-9f66-42bd-84fd-699a91953525,None,treatment,2019-12-11 12:33:07.543159,None,REC-0001096
Working-CORELibrary10mM.v1.p1,r05207,U27,P-1,fake_bc,B24,2.5,10000,f5ca844a-d68e-4caf-93ae-46670b4e6652,None,treatment,2019-12-11 12:33:05.900080,None,REC-0002658
Working-CORELibrary10mM.v1.p1,r05207,K47,P-1,fake_bc,B24,2.5,10000,da4049de-df61-4a1d-867b-2c3c2a825686,None,treatment,2019-12-11 12:33:05.900722,None,REC-0064750
Working-CORELibrary10mM.v1.p1,r05207,Z32,P-1,fake_bc,B24,2.5,10000,4d228f28-4634-4381-8c96-dfffd24c9c40,None,treatment,2019-12-11 12:33:05.901367,None,REC-0001058
Working-CORELibrary10mM.v1.p1,r05207,Z04,P-1,fake_bc,B24,2.5,10000,9c8bd2ac-4a5d-4c65-b50a-b16e248b3ef9,None,treatment,2019-12-11 12:33:05.902016,None,REC-0000128
Working-CORELibrary10mM.v1.p1,r05207,E42,P-1,fake_bc,B24,2.5,10000,8760e811-f853-44a2-a027-766ac2ed2efc,None,treatment,2019-12-11 12:33:05.902659,None,REC-0064910
Working-CORELibrary10mM.v1.p1,r05207,AC47,P-1,fake_bc,B25,2.5,10000,b42e606e-782c-4ece-86cb-b86825c9f12f,None,treatment,2019-12-11 12:33:03.027236,None,REC-0064621
Working-CORELibrary10mM.v1.p1,r05207,Y19,P-1,fake_bc,B25,2.5,10000,42c85843-08ad-4249-8441-abb3cfd6d4ea,None,treatment,2019-12-11 12:33:03.028079,None,REC-0064459
Working-CORELibrary10mM.v1.p1,r05207,AA24,P-1,fake_bc,B25,2.5,10000,7bfbdb6f-d7d0-4d46-bc23-1869a36bfc4e,None,treatment,2019-12-11 12:33:03.028740,None,REC-0000224
Working-CORELibrary10mM.v1.p1,r05207,W33,P-1,fake_bc,B25,2.5,10000,78dbc3b9-b298-49e3-91fa-3ca9b00dd29f,None,treatment,2019-12-11 12:33:03.029376,None,REC-0064509
Working-CORELibrary10mM.v1.p1,r05207,G41,P-1,fake_bc,B25,2.5,10000,3022fd50-9999-4fd5-8dbb-30b81380b18e,None,treatment,2019-12-11 12:33:03.030016,None,REC-0064596
Working-CORELibrary10mM.v1.p1,r05207,V45,P-1,fake_bc,B26,2.5,10000,2744e95e-c571-41cc-818b-00c3858a52e5,None,treatment,2019-12-11 12:33:03.693348,None,REC-0064816
Working-CORELibrary10mM.v1.p1,r05207,K09,P-1,fake_bc,B26,2.5,10000,1f424854-8f38-4515-83aa-048157d5bb8e,None,treatment,2019-12-11 12:33:03.693980,None,REC-0064578
Working-CORELibrary10mM.v1.p1,r05207,P10,P-1,fake_bc,B26,2.5,10000,af88f9db-dd44-48c9-bba6-95731c21ce18,None,treatment,2019-12-11 12:33:03.694782,None,REC-0001185
Working-CORELibrary10mM.v1.p1,r05207,S04,P-1,fake_bc,B26,2.5,10000,abdff5f9-394d-4a66-83dd-0d1b8a091461,None,treatment,2019-12-11 12:33:03.695418,None,REC-0003994
Working-CORELibrary10mM.v1.p1,r05207,AE10,P-1,fake_bc,B26,2.5,10000,9a465c2f-e3ae-4cf7-8a8c-599999b97f6a,None,treatment,2019-12-11 12:33:03.696051,None,REC-0001327
Working-CORELibrary10mM.v1.p1,r05207,AC04,P-1,fake_bc,B29,2.5,10000,64c7fbee-3d3f-4d64-abae-2611d16d6c0d,None,treatment,2019-12-11 12:33:05.414151,None,REC-0064846
Working-CORELibrary10mM.v1.p1,r05207,AE18,P-1,fake_bc,B29,2.5,10000,aa72fbce-674b-4b87-84f5-8ed211463dd0,None,treatment,2019-12-11 12:33:05.414807,None,REC-0000174
Working-CORELibrary10mM.v1.p1,r05207,S45,P-1,fake_bc,B29,2.5,10000,41865273-d4d5-4ad5-aa13-c35abb45897a,None,treatment,2019-12-11 12:33:05.415461,None,REC-0064623
Working-CORELibrary10mM.v1.p1,r05207,Q08,P-1,fake_bc,B29,2.5,10000,9201a595-567e-4786-93ff-5decafb0ab85,None,treatment,2019-12-11 12:33:05.416122,None,REC-0064851
Working-CORELibrary10mM.v1.p1,r05207,X07,P-1,fake_bc,B29,2.5,10000,dc20e37e-cf21-4035-9755-42c512f395b1,None,treatment,2019-12-11 12:33:05.416776,None,REC-0063863
Working-CORELibrary10mM.v1.p1,r05207,U34,P-1,fake_bc,B32,2.5,10000,0ffd9ffe-4722-46b3-a440-6e8db026b289,None,treatment,2019-12-11 12:33:03.798722,None,REC-0064705
Working-CORELibrary10mM.v1.p1,r05207,W09,P-1,fake_bc,B32,2.5,10000,8d449d18-02ad-4e91-a587-a6ffdc455dc9,None,treatment,2019-12-11 12:33:03.799344,None,REC-0064557
Working-CORELibrary10mM.v1.p1,r05207,G21,P-1,fake_bc,B32,2.5,10000,f298947c-afa9-41c4-b933-154a9b883e42,None,treatment,2019-12-11 12:33:03.799974,None,REC-0064525
Working-CORELibrary10mM.v1.p1,r05207,F15,P-1,fake_bc,B32,2.5,10000,5efe1a27-a6ca-4b47-9d4e-7af300580047,None,treatment,2019-12-11 12:33:03.800597,None,REC-0001833
Working-CORELibrary10mM.v1.p1,r05207,F29,P-1,fake_bc,B32,2.5,10000,db2aacb4-1f91-4b5e-906d-468d2e6a5aa2,None,treatment,2019-12-11 12:33:03.801219,None,REC-0065032
Working-CORELibrary10mM.v1.p1,r05207,AE22,P-1,fake_bc,B33,2.5,10000,354cfa92-f905-4949-948b-a7ea7c0d4563,None,treatment,2019-12-11 12:33:06.693399,None,REC-0000487
Working-CORELibrary10mM.v1.p1,r05207,K38,P-1,fake_bc,B33,2.5,10000,4dacc4ea-53dd-4951-9bb6-bba8ddaaaf10,None,treatment,2019-12-11 12:33:06.694026,None,REC-0006806
Working-CORELibrary10mM.v1.p1,r05207,N16,P-1,fake_bc,B33,2.5,10000,ac506287-8975-4b1b-9ab1-c1d6f93f6e06,None,treatment,2019-12-11 12:33:06.694649,None,REC-0001462
Working-CORELibrary10mM.v1.p1,r05207,C28,P-1,fake_bc,B33,2.5,10000,5df4b924-df04-47d9-b598-7b22a234f45d,None,treatment,2019-12-11 12:33:06.695286,None,REC-0001174
Working-CORELibrary10mM.v1.p1,r05207,C24,P-1,fake_bc,B33,2.5,10000,6c2a7aa9-31c4-4169-ba16-f7208f969be4,None,treatment,2019-12-11 12:33:06.695912,None,REC-0003925
Working-CORELibrary10mM.v1.p1,r05207,U08,P-1,fake_bc,B37,2.5,10000,446f0183-9653-47a6-b446-f713b1eff854,None,treatment,2019-12-11 12:33:07.416406,None,REC-0064853
Working-CORELibrary10mM.v1.p1,r05207,B37,P-1,fake_bc,B37,2.5,10000,5080adaf-7c48-41d5-8220-e5f4e15db875,None,treatment,2019-12-11 12:33:07.417036,None,REC-0064211
Working-CORELibrary10mM.v1.p1,r05207,M04,P-1,fake_bc,B37,2.5,10000,a045d9af-5021-4f9b-bd38-00c2699d62d6,None,treatment,2019-12-11 12:33:07.417662,None,REC-0064842
Working-CORELibrary10mM.v1.p1,r05207,C04,P-1,fake_bc,B37,2.5,10000,5ef55a22-fd5a-4cf4-b84d-854fd8acf36f,None,treatment,2019-12-11 12:33:07.418285,None,REC-0006313
Working-CORELibrary10mM.v1.p1,r05207,S27,P-1,fake_bc,B37,2.5,10000,4255a72c-9db4-430b-8200-abe3c1e6e35a,None,treatment,2019-12-11 12:33:07.418910,None,REC-0004103
Working-CORELibrary10mM.v1.p1,r05207,AD08,P-1,fake_bc,B41,2.5,10000,cba608fa-4db7-43ed-99b6-06b8521b7239,None,treatment,2019-12-11 12:33:02.966195,None,REC-0000846
Working-CORELibrary10mM.v1.p1,r05207,M07,P-1,fake_bc,B41,2.5,10000,098afe6a-525a-4050-b448-975872d112df,None,treatment,2019-12-11 12:33:02.966831,None,REC-0004373
Working-CORELibrary10mM.v1.p1,r05207,C10,P-1,fake_bc,B41,2.5,10000,24213681-de6c-4a75-bbad-75c0f33eabdd,None,treatment,2019-12-11 12:33:02.967468,None,REC-0063622
Working-CORELibrary10mM.v1.p1,r05207,F36,P-1,fake_bc,B41,2.5,10000,a19e470b-f1de-4b03-a76c-40d84a704d8e,None,treatment,2019-12-11 12:33:02.968105,None,REC-0000328
Working-CORELibrary10mM.v1.p1,r05207,Y43,P-1,fake_bc,B41,2.5,10000,6506833d-c3cb-45d7-8be2-f147246a8637,None,treatment,2019-12-11 12:33:02.968743,None,REC-0064447
Working-CORELibrary10mM.v1.p1,r05207,W17,P-1,fake_bc,B42,2.5,10000,c27dbf6f-317f-4c1c-9dac-e86a7aca3183,None,treatment,2019-12-11 12:33:04.177249,None,REC-0063582
Working-CORELibrary10mM.v1.p1,r05207,M12,P-1,fake_bc,B42,2.5,10000,1d44de97-18f7-46d8-b8ca-9e8304e164de,None,treatment,2019-12-11 12:33:04.177879,None,REC-0064859
Working-CORELibrary10mM.v1.p1,r05207,L42,P-1,fake_bc,B42,2.5,10000,1d4ce002-d958-4719-8656-17ce66e50ecc,None,treatment,2019-12-11 12:33:04.178502,None,REC-0000831
Working-CORELibrary10mM.v1.p1,r05207,Z10,P-1,fake_bc,B42,2.5,10000,37a3ead9-db98-48df-baa4-256ad62c1394,None,treatment,2019-12-11 12:33:04.179126,None,REC-0000890
Working-CORELibrary10mM.v1.p1,r05207,Y11,P-1,fake_bc,B42,2.5,10000,504e270f-b3b9-4e81-a16a-fdd9e2cbcd68,None,treatment,2019-12-11 12:33:04.179748,None,REC-0064446
Working-CORELibrary10mM.v1.p1,r05207,AC41,P-1,fake_bc,B47,2.5,10000,9f32c50f-ff29-4e94-bf13-df93b636eda9,None,treatment,2019-12-11 12:33:04.865244,None,REC-0063543
Working-CORELibrary10mM.v1.p1,r05207,F45,P-1,fake_bc,B47,2.5,10000,5228d02e-8074-4eff-9750-503f33a990d5,None,treatment,2019-12-11 12:33:04.865875,None,REC-0003984
Working-CORELibrary10mM.v1.p1,r05207,Z15,P-1,fake_bc,B47,2.5,10000,d837a915-d5b9-4d5b-8716-3eb20c732165,None,treatment,2019-12-11 12:33:04.866499,None,REC-0064789
Working-CORELibrary10mM.v1.p1,r05207,J10,P-1,fake_bc,B47,2.5,10000,bcf7dda0-ead7-4fc8-9543-ae307bbe05b6,None,treatment,2019-12-11 12:33:04.867123,None,REC-0000713
Working-CORELibrary10mM.v1.p1,r05207,AC39,P-1,fake_bc,B47,2.5,10000,0a0e813a-ad9e-4561-830a-a8e86cf02999,None,treatment,2019-12-11 12:33:04.867746,None,REC-0064423
Working-CORELibrary10mM.v1.p1,r05207,R25,P-1,fake_bc,C03,2.5,10000,33defbe1-a990-474c-8393-f8f9108a240a,None,treatment,2019-12-11 12:33:03.841961,None,REC-0065050
Working-CORELibrary10mM.v1.p1,r05207,AE07,P-1,fake_bc,C03,2.5,10000,d3c21eb8-32f1-4119-8b14-96751b568d99,None,treatment,2019-12-11 12:33:03.842593,None,REC-0064605
Working-CORELibrary10mM.v1.p1,r05207,AC32,P-1,fake_bc,C03,2.5,10000,996597e8-a639-4419-8c44-772c89b74033,None,treatment,2019-12-11 12:33:03.843230,None,REC-0064895
Working-CORELibrary10mM.v1.p1,r05207,R21,P-1,fake_bc,C03,2.5,10000,33f0927b-7393-4057-a928-4294924fb440,None,treatment,2019-12-11 12:33:03.843863,None,REC-0065049
Working-CORELibrary10mM.v1.p1,r05207,J39,P-1,fake_bc,C03,2.5,10000,81afbd04-d016-4d59-a44c-6b1378d7806d,None,treatment,2019-12-11 12:33:03.844494,None,REC-0064774
Working-CORELibrary10mM.v1.p1,r05207,X48,P-1,fake_bc,C07,2.5,10000,cf851ab5-f3ee-4016-b56b-2e11106414ac,None,treatment,2019-12-11 12:33:06.380808,None,REC-0062926
Working-CORELibrary10mM.v1.p1,r05207,AD36,P-1,fake_bc,C07,2.5,10000,c6d6f3d7-8f83-4fc4-8642-a02afc85a1cd,None,treatment,2019-12-11 12:33:06.381460,None,REC-0000744
Working-CORELibrary10mM.v1.p1,r05207,K23,P-1,fake_bc,C07,2.5,10000,1484b3d3-fc23-4f0d-8d33-e095bbde0d94,None,treatment,2019-12-11 12:33:06.382103,None,REC-0064665
Working-CORELibrary10mM.v1.p1,r05207,N06,P-1,fake_bc,C07,2.5,10000,2404f8a5-0572-4b03-a061-fb594ca06e3c,None,treatment,2019-12-11 12:33:06.382749,None,REC-0001184
Working-CORELibrary10mM.v1.p1,r05207,AA47,P-1,fake_bc,C07,2.5,10000,2deaa814-4142-49b9-bcce-b6663d819588,None,treatment,2019-12-11 12:33:06.383391,None,REC-0064742
Working-CORELibrary10mM.v1.p1,r05207,U18,P-1,fake_bc,C09,2.5,10000,2d497c1b-1c5d-427c-b4ac-f1b8076b2b1b,None,treatment,2019-12-11 12:33:04.796247,None,REC-0064659
Working-CORELibrary10mM.v1.p1,r05207,AB16,P-1,fake_bc,C09,2.5,10000,52ad5573-113d-41f8-a9d0-5f6b710d398a,None,treatment,2019-12-11 12:33:04.796890,None,REC-0000255
Working-CORELibrary10mM.v1.p1,r05207,D04,P-1,fake_bc,C09,2.5,10000,e8d0e84f-2519-48ed-a4d2-22b76a4dc82e,None,treatment,2019-12-11 12:33:04.797528,None,REC-0000646
Working-CORELibrary10mM.v1.p1,r05207,E30,P-1,fake_bc,C09,2.5,10000,f0f9b864-4afa-471c-ba6e-a94527913cfe,None,treatment,2019-12-11 12:33:04.798168,None,REC-0064719
Working-CORELibrary10mM.v1.p1,r05207,P48,P-1,fake_bc,C09,2.5,10000,cb198f68-d92b-4e3f-b0f4-52d11109a349,None,treatment,2019-12-11 12:33:04.798809,None,REC-0063034
Working-CORELibrary10mM.v1.p1,r05207,AA37,P-1,fake_bc,C12,2.5,10000,44a4d914-bc2c-4734-8b02-94f9e58d568f,None,treatment,2019-12-11 12:33:05.348238,None,REC-0064519
Working-CORELibrary10mM.v1.p1,r05207,AE28,P-1,fake_bc,C12,2.5,10000,f1fa3ee5-3d19-4a63-8a75-84cef6cd2650,None,treatment,2019-12-11 12:33:05.348894,None,REC-0000867
Working-CORELibrary10mM.v1.p1,r05207,D14,P-1,fake_bc,C12,2.5,10000,6e6843ad-5d90-4175-b7d0-d88a52d5d78a,None,treatment,2019-12-11 12:33:05.349557,None,REC-0000343
Working-CORELibrary10mM.v1.p1,r05207,AB30,P-1,fake_bc,C12,2.5,10000,aa6d3aad-488d-4167-8343-8f39a5c019e6,None,treatment,2019-12-11 12:33:05.350208,None,REC-0001319
Working-CORELibrary10mM.v1.p1,r05207,AC19,P-1,fake_bc,C12,2.5,10000,26d28557-0b4e-493d-aef0-d813facaed65,None,treatment,2019-12-11 12:33:05.350860,None,REC-0064430
Working-CORELibrary10mM.v1.p1,r05207,U44,P-1,fake_bc,C13,2.5,10000,d5c82653-205a-4f5f-9532-b81f5061b102,None,treatment,2019-12-11 12:33:06.283690,None,REC-0064938
Working-CORELibrary10mM.v1.p1,r05207,AA40,P-1,fake_bc,C13,2.5,10000,f423292e-f28d-49f8-9a0a-318772c3563e,None,treatment,2019-12-11 12:33:06.284319,None,REC-0002082
Working-CORELibrary10mM.v1.p1,r05207,K10,P-1,fake_bc,C13,2.5,10000,a5763d60-d879-446c-a3a7-2635f6cacb91,None,treatment,2019-12-11 12:33:06.284940,None,REC-0001052
Working-CORELibrary10mM.v1.p1,r05207,A33,P-1,fake_bc,C13,2.5,10000,ab944d99-371f-4b9b-a9f1-ec5e3ccd351a,None,treatment,2019-12-11 12:33:06.285567,None,REC-0064498
Working-CORELibrary10mM.v1.p1,r05207,C42,P-1,fake_bc,C13,2.5,10000,01175bc9-7b66-4249-b52b-6c419a4ba153,None,treatment,2019-12-11 12:33:06.286191,None,REC-0005341
Working-CORELibrary10mM.v1.p1,r05207,Y28,P-1,fake_bc,C19,2.5,10000,31eb80a8-cf51-44e3-bbe6-15473fb284d7,None,treatment,2019-12-11 12:33:03.997296,None,REC-0064892
Working-CORELibrary10mM.v1.p1,r05207,D38,P-1,fake_bc,C19,2.5,10000,21eaa3fc-1dee-45ce-b293-8718b0abd03e,None,treatment,2019-12-11 12:33:03.997951,None,REC-0004455
Working-CORELibrary10mM.v1.p1,r05207,AC08,P-1,fake_bc,C19,2.5,10000,aed7094d-9667-4bd6-9492-b02f590f2e71,None,treatment,2019-12-11 12:33:03.998594,None,REC-0064855
Working-CORELibrary10mM.v1.p1,r05207,Q05,P-1,fake_bc,C19,2.5,10000,65784043-3a27-43a0-b326-24b8e30ba1f9,None,treatment,2019-12-11 12:33:03.999238,None,REC-0064399
Working-CORELibrary10mM.v1.p1,r05207,AC40,P-1,fake_bc,C19,2.5,10000,434e823c-9b28-44b9-8877-7a7f1caa7ad0,None,treatment,2019-12-11 12:33:03.999884,None,REC-0064933
Working-CORELibrary10mM.v1.p1,r05207,L48,P-1,fake_bc,C22,2.5,10000,aaecae31-acca-4c7d-b0fa-1b769b6a17b7,None,treatment,2019-12-11 12:33:04.297125,None,REC-0062900
Working-CORELibrary10mM.v1.p1,r05207,A07,P-1,fake_bc,C22,2.5,10000,ea37d0bc-faae-43bc-94e3-f0a41ac7b261,None,treatment,2019-12-11 12:33:04.297757,None,REC-0064428
Working-CORELibrary10mM.v1.p1,r05207,Y20,P-1,fake_bc,C22,2.5,10000,5fbe45dd-555d-4603-94d8-31ace0d5a238,None,treatment,2019-12-11 12:33:04.298381,None,REC-0064878
Working-CORELibrary10mM.v1.p1,r05207,A03,P-1,fake_bc,C22,2.5,10000,e555e8a8-a325-4ec7-9b73-4d69b897396f,None,treatment,2019-12-11 12:33:04.299008,None,REC-0063827
Working-CORELibrary10mM.v1.p1,r05207,A02,P-1,fake_bc,C22,2.5,10000,d1c7594b-ac60-4ec0-b901-891b2af35470,None,treatment,2019-12-11 12:33:04.299630,None,REC-0064733
Working-CORELibrary10mM.v1.p1,r05207,AD28,P-1,fake_bc,C24,2.5,10000,f4ab6b7f-8f05-4371-9193-115e7d6f0d41,None,treatment,2019-12-11 12:33:03.183722,None,REC-0000874
Working-CORELibrary10mM.v1.p1,r05207,K05,P-1,fake_bc,C24,2.5,10000,b3219a28-8382-4113-84a7-c05e11906880,None,treatment,2019-12-11 12:33:03.184363,None,REC-0064560
