address,reagent_id,reagent_label,reagent_batch_name,rec_id,concentration,concentration_units
AA34,f00f8bda-90fe-4279-a91f-b25c9f4deef1,Arsanilic acid,AA-002,REC-0002249,10000,uM
AA35,49feb1be-62c9-439a-bdd3-49fdaf7af12f,TAK-593,AA-001,REC-0064635,10000,uM
AA36,3f1ae074-fc2c-4863-adf1-a96bab00535b,VX-680,AA-002,REC-0000692,10000,uM
AA37,44a4d914-bc2c-4734-8b02-94f9e58d568f,"MDL 11,939",AA-001,REC-0064519,10000,uM
AA38,8f2093ca-c791-40e3-9500-16b7483beeff,Cariporide,AA-002,REC-0003655,10000,uM
AA39,55603563-beb6-4717-927f-16088bbb46d7,ALS-8176,AA-001,REC-0064645,10000,uM
AA40,f423292e-f28d-49f8-9a0a-318772c3563e,BIIB021,AA-002,REC-0002082,10000,uM
AA41,231b5640-9913-42e9-84b4-6941c6c99638,Acifran,AA-001,REC-0064541,10000,uM
AA42,5e74c8e8-8a4e-4073-8fa8-8f32ad70af3b,Thioridazine,AA-001,REC-0001926,10000,uM
AA43,9535a425-28a5-4bdb-b942-cd1f04d0b6ab,AGN 195183,AA-001,REC-0064745,10000,uM
AA44,dd697f7a-c642-4608-8d20-cb0710014511,LY2157299,AA-002,REC-0000843,10000,uM
AA45,f05a89f9-b8d8-4692-bc92-92abb9bb4625,AZD1446,AA-001,REC-0064625,10000,uM
AA46,f863b766-3da6-4153-ab6a-b2b021b780a8,BMS-754807,AA-003,REC-0001548,10000,uM
AA47,2deaa814-4142-49b9-bcce-b6663d819588,GLPG0492,AA-001,REC-0064742,10000,uM
AA48,9108c5cb-8b7a-4fd4-ba99-7450dbcf6d5d,LX-1031,AA-002,REC-0003961,10000,uM
AB01,cd880162-5100-4804-b351-0f96bc16b1fa,DMXAA,AA-003,REC-0001481,10000,uM
AB02,e98b52ef-d5cc-43a5-af50-8cb50efabf47,HMR 1556,AA-002,REC-0003793,10000,uM
AB03,9c6cac3b-7e96-4e82-8836-a0c22d31811b,Eleutheroside B,AA-002,REC-0063756,10000,uM
AB04,0b9f91c9-66d1-46f6-9fb9-15f4af19b074,Sumatriptan,AA-001,REC-0000786,10000,uM
AB05,79a9b15d-e595-4075-ac49-b8d3628844d5,XL335,AA-003,REC-0001343,10000,uM
AB06,aa263980-7721-4ae5-aafb-1be9a91bb084,(-)-Epigallocatechin Gallate (EGCG),AA-003,REC-0000004,10000,uM
AB07,eac9e9b4-ec9e-427a-be15-cc14d9fcda9a,"3,3'-Diindolylmethane",AA-003,REC-0063870,10000,uM
AB08,6aea7038-e2cf-40f5-a4f3-0ec148d774b8,VX-222,AA-003,REC-0000361,10000,uM
AB09,f13b316b-2431-41af-8c14-a150b72c5f0d,Ginsenoside Rd,AA-002,REC-0063821,10000,uM
AB10,ae6e850a-7f07-4c58-b84a-19c600bd99b5,Ferulic Acid,AA-003,REC-0001064,10000,uM
AB11,03a68b32-318f-4f58-8a82-b5ed45db5021,Acotiamide hydrochloride,AA-002,REC-0063915,10000,uM
AB12,e9ab1469-3bec-49cd-baea-2f57692d1a40,Quizartinib,AA-003,REC-0001143,10000,uM
AB13,4a9ddad2-0bc0-446f-9005-b1f380ddad7d,RG-7112,AA-003,REC-0001879,10000,uM
AB14,6dc24adb-b1da-40a6-ac8d-2bf812867f49,Rutin,AA-002,REC-0000506,10000,uM
AB15,7ea6bce1-154e-4ba4-9d0e-6c5002d9a4ad,Nemiralisib (GSK2269557),AA-002,REC-0064095,10000,uM
AB16,52ad5573-113d-41f8-a9d0-5f6b710d398a,Apixaban,AA-003,REC-0000255,10000,uM
AB17,39381b2a-0249-48a9-b8e6-91bdfe33a370,Lorlatinib?(PF-6463922),AA-003,REC-0064062,10000,uM
AB18,8f696831-efa8-43bf-8da0-9114a354f4f4,Gastrodin,AA-002,REC-0000282,10000,uM
AB19,d048c6fc-65b0-4b17-87d7-06a430c7af33,VLX1570,AA-002,REC-0064135,10000,uM
AB20,d6ddcc76-84ce-429a-b071-da08d0dc370e,Sulfameter,AA-003,REC-0000762,10000,uM
AB21,ebe55949-4dea-45f1-88bb-5195234dcbbf,Y-39983 HCl,AA-001,REC-0064094,10000,uM
AB22,fba5a400-b71b-451d-9511-2840e790c4b1,Levosimendan,AA-003,REC-0000403,10000,uM
AB23,c4ab5ea4-3206-4a53-b328-a6b4e51fc91a,Mivebresib(ABBV-075),AA-002,REC-0064174,10000,uM
AB24,a68bc9bb-db14-4278-9fe1-4b5a781eb5f9,Chlorothiazide,AA-003,REC-0000559,10000,uM
AB25,2f969471-0df3-483f-975a-5875b4f5b77d,Bakuchiol,AA-002,REC-0064279,10000,uM
AB26,3dcb691f-3b32-4a44-9578-2af7ee3dc26a,Nateglinide,AA-003,REC-0001049,10000,uM
AB27,2e7df6de-8e7c-4b4d-b531-9ba01b913bf2,GSK2256098,AA-002,REC-0064209,10000,uM
AB28,4a55a8b0-ca5f-491f-a7db-3e86d4522e68,Dofetilide,AA-004,REC-0001146,10000,uM
AB29,fe10547a-bbae-4994-8285-93d7018242bc,Fosbretabulin (Combretastatin A4 Phosphate (CA4P)) Disodium,AA-001,REC-0005380,10000,uM
AB30,aa6d3aad-488d-4167-8343-8f39a5c019e6,Tenoxicam,AA-003,REC-0001319,10000,uM
AB31,442c4e0d-c03f-4682-8bb5-0ddb2989c149,S 38093,AA-002,REC-0064234,10000,uM
AB32,d438d7d7-9230-40f0-8948-d5a236f6c953,Praziquantel,AA-003,REC-0001344,10000,uM
AB33,c4cd08b8-a66b-420f-a838-a39f89a3653c,Vincamine,AA-002,REC-0003463,2000,uM
AB34,c1cd7ab5-d766-481e-b79b-d9424360b88f,Econazole,AA-001,REC-0000508,10000,uM
AB35,e5afad6f-e7c7-48fd-a064-a99d989e8239,PF-3084014,CG-001,REC-0004271,10000,uM
AB36,7f5547c2-f10a-402b-862e-f3730d154be3,Guaifenesin,AA-003,REC-0001218,10000,uM
AB37,72f0b958-515d-4c3a-a9ba-02baaaf6acb2,LG 100268,AA-001,REC-0062924,10000,uM
AB38,978cfc60-f8b6-4e62-8f87-a9c927340fc1,Tetracaine,AA-001,REC-0000583,10000,uM
AB39,423ea607-2e3f-46a0-9617-06bb981289ba,RSL3,AA-002,REC-0005449,10000,uM
AB40,99ea493b-ea63-408f-8464-3d6976e402b5,Suprofen,AA-004,REC-0000727,10000,uM
AB41,8366c6ee-8780-4c30-bf62-4831b8d574ab,G-36,AA-001,REC-0063060,10000,uM
AB42,e06bcab4-9f00-4e81-b34e-7a1ed3d31307,Miglitol,AA-002,REC-0000301,10000,uM
AB43,2208bd82-e3da-498c-9b28-8de7eb3631b5,EML 425,AA-001,REC-0063041,10000,uM
AB44,9b112f4c-96f0-4f17-a222-32850f2806b7,Betaxolol,AA-003,REC-0000684,10000,uM
AB45,8a504c23-dd09-4bc5-bee2-34526a3d2409,AMG 837,FJ-003,REC-0003998,10000,uM
AB46,53c10648-2d0e-4919-8b60-84180d9ff470,AZD5438,AA-003,REC-0001153,10000,uM
AB47,3f9b52e9-a6ab-4e58-854a-4fce59fd4a97,SB 204070,AQ-001,REC-0063055,10000,uM
AB48,8976ef49-701f-4197-b8d9-ecbb270ef42a,2-MPMDQ,AA-001,REC-0062914,10000,uM
AC01,913e2e30-b84f-4d62-a3d6-0e7b8ae034d3,MEDICA 16,AA-001,REC-0064396,10000,uM
AC02,b617b928-8d7d-492f-b19a-634b532dc39b,Brequinar,AA-001,REC-0064731,10000,uM
AC03,6ba63df6-6258-46c1-bce7-aca7f519d0e9,verbascoside,AA-001,REC-0064433,10000,uM
AC04,64c7fbee-3d3f-4d64-abae-2611d16d6c0d,1-(1-benzofuran-2-carbonyl)-4-benzylpiperazine,AA-001,REC-0064846,10000,uM
AC05,0c32a193-9701-4b6d-a64e-76004ed06267,L-Leucyl-L-Leucine methyl ester (hydrochloride),AQ-001,REC-0064402,10000,uM
AC06,b22cbf67-5c23-4f10-8bef-8b1872164df3,BMS-626529,AA-001,REC-0064727,10000,uM
AC07,d7a05418-6924-4481-a98e-009ae82a8ab1,Anisodamine,AA-002,REC-0002344,10000,uM
AC08,aed7094d-9667-4bd6-9492-b02f590f2e71,N-{2-[4-(pyrimidin-2-yl)piperazin-1-yl]ethyl}adamantane-1-carboxamide,AA-001,REC-0064855,10000,uM
AC09,07ebf181-439d-4068-82fd-87070dc9b0aa,SCH 28080,AA-002,REC-0003662,10000,uM
AC10,874523f8-b8d3-4c3c-a836-2032002d23fb,NP118809,AA-001,REC-0064683,10000,uM
AC11,d8f5204e-a39c-484a-8e6a-b51d3cfa4094,relebactam,AA-001,REC-0064471,10000,uM
AC12,6126483b-304a-4281-b783-4677523dcb4a,"4-amino-3-[3-(trifluoromethyl)phenyl]-1,2-thiazole-5-carboxylic acid",AA-001,REC-0064870,10000,uM
AC13,8833282d-f564-4c52-8e03-a10b43a39736,N-(4-methoxyphenyl)-1-phenyl-1H-pyrazol-3-amine,AA-001,REC-0064412,10000,uM
AC14,75452b2a-6394-4614-a585-55ffa34306c2,XL-647,AA-001,REC-0064679,10000,uM
AC15,e79ef1cc-120f-4f01-bb44-23ad6a02705a,Clorgyline,AQ-002,REC-0002341,10000,uM
AC16,7576c0f6-1b9f-4278-88e2-96882f2fe277,N-methyl-2-(pyridin-2-yl)thiolane-2-carbothioamide,AA-001,REC-0064871,10000,uM
AC17,9d655901-b121-4fac-b2dd-e8a7d518d073,N-(4-Hydroxyphenyl)-5-methyl-2-1H-pyridone,AA-001,REC-0064477,10000,uM
AC18,36d14327-3fb4-423e-a7c5-b96805f57bf4,BCX 1470 (methanesulfonate),BQ-001,REC-0064667,10000,uM
AC19,26d28557-0b4e-493d-aef0-d813facaed65,melphalan-n-oxide,AQ-001,REC-0064430,10000,uM
AC20,f893ce61-b43f-4b0a-ada8-35bbf265666f,(2R)-3-{[(2R)-2-carboxy-2-acetamidoethyl]disulfanyl}-2-acetamidopropanoic acid,AA-001,REC-0064879,10000,uM
AC21,cac0e7a1-8ebc-4d46-aedb-9dd6ff291421,Dazoxiben,AA-001,REC-0064484,10000,uM
AC22,d00ee971-c3d4-4b30-8545-b75018711fe5,Imeglimin (hydrochloride),AQ-001,REC-0064694,10000,uM
AC23,25c6a311-03a2-4dfc-8be6-ce8090c405bf,etc-159,AA-001,REC-0064455,10000,uM
AC24,c6a958bc-98d0-4f24-b9db-e877a59e0270,"3-[({[2-(3,4-dimethoxyphenyl)ethyl]carbamoyl}methyl)amino]-N-methylbenzamide",AA-001,REC-0064887,10000,uM
AC25,e84dd2fd-36bb-4fc8-acea-2d2ed3a5b1af,Lupanine,AA-001,REC-0001658,10000,uM
AC26,a4019128-eb72-4800-9a86-c6ea1f856b52,MK-8033,AA-001,REC-0064715,10000,uM
AC27,5c49f587-4c30-4243-99a0-057ed2ebed02,BAY 58-2667 hydrochloride,AA-001,REC-0063391,10000,uM
AC28,c8195ed7-fa4a-41dd-9893-b9125d9eb9b2,2-amino-3-methyl-N-[2-(morpholin-4-yl)ethyl]pentanamide,AA-001,REC-0064893,10000,uM
AC29,fd7a56d1-2682-43f5-a8d5-f5e275781d74,Alfadolone Acetate,AA-001,REC-0064497,10000,uM
AC30,37114ebf-930e-490b-867a-28ec7a52b074,Tanaproget,AA-001,REC-0064703,10000,uM
AC31,1bc9fc5b-3037-4a36-a223-923eb8c5401b,fenretinide,AA-001,REC-0064431,10000,uM
AC32,996597e8-a639-4419-8c44-772c89b74033,"(4aR,9bS)-2,8-dimethyl-1H,2H,3H,4H,4aH,5H,9bH-pyrido[4,3-b]indole",AA-001,REC-0064895,10000,uM
AC33,3c4a7d29-2780-4ab8-bc5c-d442f0604b3a,R(+)-3-PPP hydrochloride,AQ-001,REC-0064504,10000,uM
AC35,35ca0e54-5124-4180-87a7-3d876898d529,adelmidrol,AA-001,REC-0064453,10000,uM
AC36,84b09650-bc33-4ad4-82b6-aed59322b74b,Apratastat,AA-001,REC-0064926,10000,uM
AC37,7d95ab6d-6c68-4299-b6a4-6d43ffd57f3f,(+/-)-SLV 319,AA-001,REC-0064589,10000,uM
AC38,6c6b40e0-6807-453e-8f64-2d027cbc42c6,2-Imino-1-imidazolidineacetic acid,AA-001,REC-0064908,10000,uM
AC39,0a0e813a-ad9e-4561-830a-a8e86cf02999,ly2334737,AA-001,REC-0064423,10000,uM
AC40,434e823c-9b28-44b9-8877-7a7f1caa7ad0,ACT-462206,AA-001,REC-0064933,10000,uM
AC41,9f32c50f-ff29-4e94-bf13-df93b636eda9,Zacopride hydrochloride,AQ-002,REC-0063543,10000,uM
AC42,aafd1732-ddaf-4140-b0e4-fade8c61f424,Tafenoquine succinate,AZ-001,REC-0064915,10000,uM
AC43,96196548-374a-4413-b246-c81715595b54,pikamilone,AA-001,REC-0064444,10000,uM
AC44,70149b51-2c5e-464f-9331-f75019c4a001,"3,5-diiodo-4-(4-hydroxyphenoxy)hydrocinnamic acid",AA-001,REC-0064940,10000,uM
AC45,da070f55-206b-4252-9665-32d3b650fd5c,Sipatrigine,AA-001,REC-0064583,10000,uM
AC46,199e8eb2-a5bb-4a41-932f-1adc29821cb5,Zopolrestat,AA-001,REC-0064921,10000,uM
AC47,b42e606e-782c-4ece-86cb-b86825c9f12f,6-Fluoro-4-chromanone hydantoin,AA-001,REC-0064621,10000,uM
AC48,0b3ec8fc-90bd-4a3f-b7b6-8b19664c85e0,Abafungin,AA-001,REC-0064952,10000,uM
AD01,ab72984d-91b8-409f-99fd-441e2635b96f,Cortexolone 17 alpha-propionate,AA-001,REC-0064819,10000,uM
AD02,7597b757-3f2b-46eb-92ce-7da202b6fa5f,KH 7,AA-001,REC-0063056,10000,uM
AD03,c0e16aee-fec1-468d-b655-c238550f55e7,Pleconaril,AA-001,REC-0064807,10000,uM
AD04,daf6c0a8-7c72-484b-8265-1e2fcd1f130a,Olaparib,AA-003,REC-0001411,10000,uM
AD05,cbe0be83-82b2-4e20-a4c6-14d6e79d8d64,Flurizan,AA-002,REC-0064587,10000,uM
AD06,77391d5e-7365-4c67-a02f-4be249cda0b5,Bifonazole,AA-003,REC-0001378,10000,uM
AD07,817d3a1e-9d3c-4dca-be00-876c2c7a13f4,Taranabant,AA-002,REC-0004227,10000,uM
AD08,cba608fa-4db7-43ed-99b6-06b8521b7239,Danusertib,AA-003,REC-0000846,10000,uM
AD09,2537ebac-6eaa-40b8-a213-967e5e913e8a,PF06650833,AA-001,REC-0065066,10000,uM
AD10,dd186320-53cc-4911-b5f2-3a09a44292c5,Sparfloxacin,AA-004,REC-0000305,10000,uM
AD11,998c5f28-a7b3-4068-8c8e-2f7380b0e92f,Sulfacarbamide,AA-001,REC-0064796,10000,uM
AD12,3860b38a-f19c-4734-85b6-08d5cfc941eb,Malotilate,AA-003,REC-0000404,10000,uM
AD13,6a44d343-b561-414d-b2b7-1f4ee8357302,PBTZ169,AA-001,REC-0065067,10000,uM
AD14,4e871bc2-5dd1-45a3-9228-ff0f23968011,Pregnenolone,AA-002,REC-0001039,10000,uM
AD15,92b17fe9-b09d-4dd6-9e42-32c6f27f2566,INNO-206,AA-001,REC-0064797,10000,uM
AD16,23a83297-a356-41ba-896a-8a4089fc0cb4,CP-724714,AA-003,REC-0000789,10000,uM
AD17,d997161f-f6d7-4d6d-8561-39f6df1c63d3,Lasmiditan (hydrochloride),AQ-001,REC-0065068,10000,uM
AD18,8d3898f8-9320-4af5-b2a3-6c09f116310e,Menadione,AA-003,REC-0001329,10000,uM
AD19,d44135f3-d81e-469d-92c4-b425309228af,JDTic,AQ-002,REC-0003900,10000,uM
AD20,01a8f4d1-2761-43d5-a552-8d3836e7a09b,TAK-700,AA-003,REC-0001098,10000,uM
AD21,2d8b20eb-0e79-4572-abd1-553da2767bce,"Dactolisib (BEZ235, NVP-BEZ235)",BZ-001,REC-0064833,10000,uM
AD22,15679444-0df3-498e-bebf-b279e3ca3a01,Benidipine,AA-001,REC-0000480,10000,uM
AD23,ff75a725-20fa-4a6e-8b4a-b3812272d3cb,AS 602801,AA-002,REC-0004263,10000,uM
AD24,d5964d22-7bd9-41ab-916b-c21065a23cac,Enzalutamide,AA-003,REC-0000597,10000,uM
AD25,e07a2be8-3d5d-441d-a36b-314e232860b0,PF-04217903,BQ-001,REC-0001533,10000,uM
AD26,3d88896f-a21f-4b81-970a-1b59d2afabc0,Phentolamine,AA-001,REC-0001000,10000,uM
AD27,06b5d6f7-3c34-433e-b801-0bb35c4e64d9,Adarotene,AA-001,REC-0064798,10000,uM
AD28,f4ab6b7f-8f05-4371-9193-115e7d6f0d41,Vemurafenib,AA-003,REC-0000874,10000,uM
AD29,1fd0eed6-ac0f-410a-997b-923d7ecd83fd,GLPG1690,AA-001,REC-0065069,10000,uM
AD30,bd6c371e-76bb-42fd-a790-61f46bfc4090,Lafutidine,AA-003,REC-0001194,10000,uM
AD31,de9cbe7a-1a0f-47fb-b7f1-e49d48ebf742,Tonabersat,AA-001,REC-0064799,10000,uM
AD32,d014902a-83c4-4f1f-b9cb-ca133c81af1e,Carmofur,AA-003,REC-0000925,10000,uM
AD33,a6e25569-11bc-454b-b985-b046467a201a,Anamorelin,AQ-001,REC-0063971,10000,uM
AD34,8e052342-6d7a-465b-9a49-296f5b5e20d6,Temocapril,AA-001,REC-0000830,10000,uM
AD35,08a5fca4-37a5-4f6a-bf8a-8089320b77c9,Balaglitazone,AA-002,REC-0004071,10000,uM
AD36,c6d6f3d7-8f83-4fc4-8642-a02afc85a1cd,Flupirtine,AA-001,REC-0000744,10000,uM
AD37,0774ff47-1de4-426f-b691-8143d29cdca7,Bexagliflozin,AA-001,REC-0065070,10000,uM
AD38,cafac2e7-a15c-409b-99e6-8de0eda0193c,GSK1292263,AA-003,REC-0000951,10000,uM
AD39,e976fd41-79c2-4a4e-a750-41e7e3e94601,TRO 19622,AA-001,REC-0064800,10000,uM
AD40,dde9736f-b553-428c-88e5-8c278192b3d4,Amonafide,AA-003,REC-0000235,10000,uM
AD41,3a48129f-e27a-4082-a6a6-e63da4a1fd9b,GBR 12909,AQ-002,REC-0064508,10000,uM
