address,reagent_id,reagent_label,reagent_batch_name,rec_id,concentration,concentration_units
AB15,0ae1665f-089b-41b0-a92e-131b6ffa03ae,Nortropine Hydrochloride,AQ-001,REC-0063947,10000,uM
AB16,b46d915c-4126-41e3-9930-ca808e92a502,Vidofludimus,AA-003,REC-0001965,10000,uM
AB17,4c030b4a-174b-484b-b972-376a31e4431b,Lidocaine,AQ-003,REC-0001286,10000,uM
AB18,f66d1fe2-997b-4135-ba03-6258928b9ce2,PP2,AA-003,REC-0002110,10000,uM
AB19,44aaf648-9a69-4430-8180-c45588b2623c,SN-38,AA-002,REC-0001542,10000,uM
AB20,cfe4b4be-c705-4fbc-9051-9cfc2da80d9e,SC75741,AA-003,REC-0002117,10000,uM
AB21,d6299941-e8f4-49a8-a135-90810ca2926b,Loxoprofen,AA-002,REC-0004177,10000,uM
AB22,41d0b4db-bd8a-4793-9afe-01f360102efc,Embelin,AA-002,REC-0000917,10000,uM
AB23,36423028-2a2b-4d2b-a76d-a10a8814586a,Asunaprevir,AA-001,REC-0063954,10000,uM
AB24,85013dd8-cba6-4855-b3d3-8a6a0dc0b91c,RO9021,AA-001,REC-0064054,10000,uM
AB25,e2a52bec-6ce0-4aa7-8ff8-5794e2788aa1,Saxagliptin hydrate,AA-001,REC-0063862,10000,uM
AB26,0129d819-491b-4f75-84f5-e5919672b001,Epoxomicin,ZZ-001,REC-0005368,10000,uM
AB27,53de508c-b59a-4672-afdf-f5115ee3075d,"2,3-Dihydroxybenzoic acid",AA-001,REC-0063958,10000,uM
AB28,3060c5d0-a494-48c9-becf-486e624b128e,AZD9291,AA-002,REC-0001429,10000,uM
AB29,25d462bb-d1a2-4c76-9372-e78c6976f7c2,Evans Blue,AA-001,REC-0063866,10000,uM
AB30,65f2a69b-5cc7-42b3-86c0-1030ecf03218,LY2874455,AA-004,REC-0001741,10000,uM
AB31,1256e97d-ebe7-45d2-93aa-a5510bf99b77,Helecin,AA-001,REC-0063964,10000,uM
AB32,2ba2a69b-be0f-432d-ac71-47952aebe0c2,BAY 87-2243,AA-001,REC-0064055,10000,uM
AB33,8482d128-9913-45f7-9a68-2a900021ebc2,Cinnarizine,AA-003,REC-0004204,10000,uM
AB34,3953e123-0dbd-4704-942d-4f6b0b8723e2,(+)-Bicuculline,ZZ-001,REC-0000008,10000,uM
AB35,9336bff4-f039-411c-9371-784c62961c2b,Azathramycin,AA-001,REC-0063970,10000,uM
AB36,3bf35118-eaa4-4512-84bb-49a3d56f2e0d,HTH-01-015,AA-002,REC-0001792,10000,uM
AB37,7f4ab62e-403c-4bef-9d8d-9b096d215731,"Trapidil, Rocornal, Trapymin, Avantrin, Trapymine",AA-002,REC-0004460,10000,uM
AB38,6682c2e4-5022-4fa2-84aa-1d11ce46ef77,GSK2334470,AA-003,REC-0000885,10000,uM
AB39,b79a9e67-4902-4a96-a96e-b026ff409ff6,tert-Butylhydro-quinone (TBHQ),AA-005,REC-0003516,10000,uM
AB40,7dca8a79-a39f-4993-b5dc-bf8141274983,6H05,CN-002,REC-0000096,10000,uM
AB41,687e8f15-a46a-4f49-a339-3cdde4ba26db,Ondansetron,AQ-003,REC-0000800,10000,uM
AB42,151a6e30-d5ec-49a0-a217-bbb248a11c3d,HSP990,AA-002,REC-0002064,10000,uM
AB43,88ae3ece-2d08-480e-81d8-184d57a7090d,Teprenone,AA-001,REC-0063978,10000,uM
AB44,9dc92add-a7c2-41e3-9246-801e4a3b9548,AZ191,AA-002,REC-0003923,10000,uM
AC05,a883780e-77af-4144-8712-0cf73cc1236b,Chlorthalidone,AA-003,REC-0004067,10000,uM
AC06,d9ceeba4-fde8-4ea2-a66b-ececcac61c2a,Veratramine,AA-001,REC-0063804,10000,uM
AC07,456ae03a-975b-4828-9388-69204082d671,Furagin,AA-001,REC-0063688,10000,uM
AC08,76b63b30-4cbf-45d5-8380-db3682bf775b,Pefloxacin,BQ-005,REC-0000549,10000,uM
AC09,cfa45003-9fe6-4b1d-9bb9-b7906623412b,Indacaterol,AT-001,REC-0002016,10000,uM
AC10,1b835cc9-aaa9-4ddf-99f2-e1ddd566f9a3,Lathyrol,AA-001,REC-0063811,10000,uM
AC11,88ca8065-b2c7-4a1f-8a61-0d0a65844cc9,Topiroxostat,AA-001,REC-0063694,10000,uM
AC12,cf76f646-990d-4475-bd78-ede159f3a9f7,Deoxyarbutin,AA-002,REC-0001158,10000,uM
AC13,e040673e-5025-445f-8f6e-1af853a2f24c,Oxybutynin,AQ-002,REC-0000847,10000,uM
AC14,ccdc852c-f479-4e11-9b58-a3bcfeae613a,Liquiritigenin,AA-001,REC-0063819,10000,uM
AC15,7a747fff-9e59-4a3a-9cb6-45297dbb7500,Grazoprevir,AA-001,REC-0063699,10000,uM
AC16,89354602-2b60-4956-8503-24486d1b7231,Ampicillin,ZZ-001,REC-0002226,10000,uM
AC17,58075fa6-9c09-4511-8e8c-d305bf7c1e58,Salicylate,AA-003,REC-0002221,10000,uM
AC18,6c42e403-7021-41dd-bda6-8f156b4a254e,Pinocembrin,AA-001,REC-0063827,10000,uM
AC19,1829b88b-ac25-4366-9cf2-cbd1db3e6229,Benznidazole,AA-001,REC-0063704,10000,uM
AC20,5025ba0e-a7d4-4819-a47a-3613c45fc07b,Benzethonium,AQ-002,REC-0000601,10000,uM
AC21,a40c7ace-fdbe-49c5-8787-069025a3892b,Gliquidone,AA-002,REC-0000941,10000,uM
AC22,789fb7a6-b166-4e16-91a1-8a425fc12f88,Tannic acid,ZZ-002,REC-0003376,10000,uM
AC23,b1387235-a605-499a-b342-d4558188e1ed,4-Hydroxybenzoic acid,AA-001,REC-0063708,10000,uM
AC24,1040b088-086f-41bb-8acd-3a4936353a40,Choline,AQ-002,REC-0002220,10000,uM
AC25,9682f84c-14c2-48ee-a2da-cc1df5527058,Ampicillin sodium,FP-002,REC-0004377,10000,uM
AC26,6494c8b9-a501-4df2-aaf5-1efa237f5444,Histamine,AA-001,REC-0000983,10000,uM
AC27,c6463f6a-0849-4bad-9578-b58716f95602,Tanshinone IIA sulfonate sodium,FP-002,REC-0004990,10000,uM
AC28,80552977-3aa4-430b-823f-6f8ba0643733,Nicardipine,AQ-004,REC-0000616,10000,uM
AC29,e7116c7b-307c-4cdc-a079-9223e607059c,Flumequine,AA-002,REC-0001537,10000,uM
AC30,c0f7b3ac-c31a-45af-a6fd-fd1413342281,Batyl alcohol,AA-001,REC-0002512,10000,uM
AC31,eabdd61e-8fc3-4d9e-a5fa-0f5fb415dfa7,Gentiopicroside,ZZ-002,REC-0002908,10000,uM
AC32,370e9bea-c322-4365-b5b7-8f2681a0ffd7,Cinchophen,AA-003,REC-0002130,10000,uM
AC33,b251d89c-647a-49c2-94b0-9e11badc6fd5,Azlocillin,FP-003,REC-0002123,10000,uM
AC34,eca471ea-03d8-456a-bbfb-d994e45b5dc1,Ketoisophorone,AA-001,REC-0063846,10000,uM
AC35,1af75d25-c32e-4cf9-8414-cc467c13f02b,Picroside I,AA-001,REC-0063727,10000,uM
AC36,f52dae38-6ddd-4157-b9aa-3b7fbbf3668c,Tolperisone,AQ-002,REC-0000577,10000,uM
AC37,08f98ef0-3a1c-4b4a-a747-5e09d7a0cfda,Fexofenadine,AQ-002,REC-0000982,10000,uM
AC38,2171befd-fca7-47b5-bc48-61edbaa1a95a,α-santonin,AA-001,REC-0063851,10000,uM
AC39,5a772d27-1c65-498b-a5ba-de56362ca2c4,Gentisic acid (no structure),ZZ-002,REC-0002909,10000,uM
AC40,6a0a64ff-89c0-47bf-ac9a-96f120b64615,Chromocarb,AA-002,REC-0001331,10000,uM
AC41,3e3a1078-9d55-4991-bcc5-8778577fe8c8,Demethylzeylasteral (T-96),AA-001,REC-0063639,10000,uM
AC42,5ccce4d4-c520-4d41-a643-74ea168bae66,Acebutolol,AQ-004,REC-0000134,10000,uM
AC43,a057b5ce-5466-4e64-982c-300bfcd3b256,Scutellarin,AA-001,REC-0063736,10000,uM
AC44,04858968-09e4-461a-83ba-fb2c3bb94482,Liothyronine,FP-002,REC-0001024,10000,uM
AD05,de4dd772-3ef5-4fa8-971c-7c23ac00f398,Chloroxylenol (no structure),ZZ-002,REC-0002623,10000,uM
AD06,a4e623ac-d0e6-4af4-bd50-05e0b6682e3d,Indobufen,AA-001,REC-0063985,10000,uM
AD07,e522699e-d4e1-447d-8ffa-8276fb1327ae,p-Coumaric Acid,AA-001,REC-0063886,10000,uM
AD08,c24b5ec2-b967-4954-aa4f-d5bbdc50793b,(+)-JQ1,AA-004,REC-0000009,10000,uM
AD09,a26557cd-ee6c-443f-aeb6-fe7ef6f576dc,i-Inositol,AA-001,REC-0063855,10000,uM
AD10,26df38ab-fb2e-48d2-889a-715f3c0f188e,Mephenesin,AA-001,REC-0003089,10000,uM
AD11,04a8a5fa-d227-4589-83ba-ae889912bca2,"7-Hydroxy-3,4-dihydrocarbostyril",AA-001,REC-0063890,10000,uM
AD12,a90f4ac4-bcfa-415e-a5c0-e0369a5a6e3d,SC144,AA-002,REC-0001370,10000,uM
AD13,04077f4a-d3e5-463e-8813-3abcb6ea6596,Trimetazidine dihydrochloride,AQ-001,REC-0005462,10000,uM
AD14,a1e554c0-c6ee-49d5-b1b1-43cf51a8c793,Isoxepac,AA-001,REC-0063996,10000,uM
AD15,03796e13-164a-4147-81c5-ea75645d7c61,Harmaline (no structure),ZZ-002,REC-0002936,10000,uM
AD16,f0793716-8bd6-4b0f-8ccd-3ccca916a876,IU1,AA-002,REC-0001149,10000,uM
AD17,35341264-a0ba-4108-bd10-1f47af2644e1,Carsalam,AA-003,REC-0004202,10000,uM
AD18,6871248e-6fae-47af-ab33-b18d2848161b,Daclatasvir,AQ-001,REC-0001261,10000,uM
AD19,507bfb9a-3610-4638-a1cf-8940dd5d0347,Phloracetophenone (no structure),ZZ-002,REC-0003220,10000,uM
AD20,95c6a7cc-5082-49f8-ac8c-9c3e6ab06745,BMS-911543,AA-001,REC-0064051,10000,uM
AD21,7b5abfb7-a817-4be9-bd23-990756a553b0,DL-Panthenol,AA-002,REC-0005357,10000,uM
AD22,f2a65834-1ff2-4718-b245-f771b2c79e3f,Sitagliptin,AA-002,REC-0001673,10000,uM
AD23,7a638067-d197-49c6-964c-88fb14d202e7,Methandrostenolone,AA-001,REC-0063905,10000,uM
AD24,2b5f385f-2c4d-4516-85c5-8103053be3d7,Batimastat,AA-003,REC-0002198,10000,uM
AD25,8bff24b5-3e34-48dd-917d-2588cd4d6d26,Butamben,AA-001,REC-0002557,10000,uM
AD26,60efdeef-6fb6-4388-9a01-ad279c3a887c,Pralidoxime chloride,CM-001,REC-0005440,10000,uM
AD27,5b101518-4007-45d0-931a-ee4f314fa9cd,Carboxine,AA-001,REC-0063910,10000,uM
AD28,30c4a290-edf5-46f4-b0c2-0ad8aae4cfd3,UNC1999,AA-002,REC-0001192,10000,uM
AD29,60a34c8b-2734-4765-b569-a7b3cbfd3b70,Chlormadinone acetate,AA-001,REC-0002619,10000,uM
AD30,0b0d84cf-ca07-4f5b-b7ce-f155a0011089,alpha-Arbutin,AA-001,REC-0064018,10000,uM
AD31,7919e694-4702-485a-b82e-11931c6ad0e1,Atenolol,AA-007,REC-0002285,10000,uM
AD32,ea86bb85-3f68-4493-9ded-817502cd6333,SKI II,AA-003,REC-0000966,10000,uM
AD33,ad89d3c7-5474-4a8d-884e-ef9e02d4c3a9,Levofloxacin,ZZ-001,REC-0001526,10000,uM
AD34,511fad2a-de23-478d-a76e-6356e1ef3d1b,Orsellinic acid ethyl ester,AA-001,REC-0003172,10000,uM
AD35,cd97a1c8-c4fb-4489-8265-24c1d71dda94,Ibudilast,AA-003,REC-0004196,10000,uM
AD36,6af90707-54be-4c94-b9aa-e39ec7a27ef6,1-Azakenpaullone,AA-002,REC-0000031,10000,uM
AD37,1aa4d841-4d9b-4f60-9dc4-c7216b875f11,Cefuroxime,FP-001,REC-0002603,10000,uM
AD38,80e586eb-3598-49a4-a1b9-1a924cd44c3a,Citropten (no structure),ZZ-002,REC-0002651,10000,uM
AD39,2b02815b-80a4-457d-a831-7c906e01f065,Gadopentetate Dimeglumine,GJ-001,REC-0063921,10000,uM
AD40,09841b2e-b0a5-4437-907c-559e3db07869,GF109203X,AA-003,REC-0001205,10000,uM
AD41,2aade102-1442-4392-b634-a83dee090ab7,Diazoxide,AA-004,REC-0004207,10000,uM
AD42,3488fe19-aa36-46ed-a472-a99c167a733c,7-Methoxycoumarin,AA-001,REC-0064031,10000,uM
AD43,f5cc2c94-b800-4650-a9e6-ec996c96fa90,2-Furoic acid,AA-001,REC-0063928,10000,uM
AD44,e373776a-60df-4e50-9772-12310064b2b1,RepSox,AA-002,REC-0002132,10000,uM
AE05,8bbdd284-2f41-4d93-bb28-c9645dd3b5cb,(20S)-Protopanaxatriol,AA-001,REC-0063644,10000,uM
AE06,be35fde3-6088-43c4-8b03-f081dba94dea,Avanafil,AA-002,REC-0000459,10000,uM
AE07,80f4ee21-094e-4372-8d21-07ad7b0f4ef0,Decursinol angelate,AA-001,REC-0063742,10000,uM
AE08,944cd928-a068-4c63-8e07-a5a84fdb1e0a,Fidaxomicin,AA-003,REC-0000280,10000,uM
AE09,c144fae7-f9a5-4ab6-b511-213aca02769b,"2,5-Di-tert-butylbenzene-1,4-diol",AA-003,REC-0006899,10000,uM
AE10,7676103b-5521-4f51-be6e-5449611bace6,Aclidinium,CG-002,REC-0000156,10000,uM
AE11,24ba51fc-c29c-4d30-b869-8de591a444aa,Orcinol glucoside,AA-001,REC-0063750,10000,uM
AE12,3f81ca53-3e84-42de-abbd-e71c2e63a938,Primaquine,AW-005,REC-0001752,10000,uM
AE13,a83478f0-4bc1-4446-848b-af3c8d24d968,Cefpirome sulfate,BA-001,REC-0063654,10000,uM
AE14,d0e09049-10e1-494c-b320-b75f77f44c4a,Olsalazine,FP-002,REC-0000690,10000,uM
AE15,11d88fee-7b37-4dd2-842e-8ee85bb156df,Echinocystic acid (no structure),ZZ-002,REC-0002801,10000,uM
AE16,7f73684d-e1c7-456c-be77-ba25ad98cd1c,Prucalopride,AZ-002,REC-0000436,10000,uM
AE17,7c7a1f36-462f-4014-8bb3-a2b371d236dd,Thimerosal,FP-002,REC-0003398,10000,uM
AE18,8c66a1bb-be37-421c-b695-8cee77a25104,Valdecoxib,AA-002,REC-0001383,10000,uM
AE19,1b9cfad1-ac38-4370-a456-a426aad2fce3,Eupatilin,AA-001,REC-0063760,10000,uM
AE20,aceae489-1834-4bd1-9c08-c16177fbf78b,Buspirone,AQ-003,REC-0000857,10000,uM
AE21,02ac4d5e-fb83-4250-830b-7d071a8347db,Piribedil,AA-001,REC-0063658,10000,uM
AE22,ea1b2de8-7420-4fe5-8b46-2bca38fd7fa0,Sodium Nitroprusside Dihydrate,FP-001,REC-0063852,10000,uM
AE23,5569ec8b-4c57-4d08-a798-a5120a91b73b,Allantoin,AA-002,REC-0002243,10000,uM
AE24,4c0049d7-fcd2-4f80-bc7b-6d151ed5bc54,Nicaraven,AA-002,REC-0000926,10000,uM
AE25,6b3ae962-8496-46f0-a251-fb3fddbaa91d,Trolox,AA-002,REC-0003587,10000,uM
AE26,eb5e9c12-d391-4bd0-a6f8-d836a2435a67,Guanidine,AQ-002,REC-0002223,10000,uM
AE27,b3bc8a63-ede6-4cff-b39c-cb7c1c500b3c,Galanthamine,AA-001,REC-0004160,10000,uM
AE28,424f86e4-d342-490c-9b12-b7aecaae5b82,Carteolol,AQ-002,REC-0000654,10000,uM
AE29,0422e3d2-5e94-434b-8182-879dab8cb057,Umbelliferone,AA-001,REC-0063666,10000,uM
AE30,484897df-5ca2-4baf-8175-651c6eb14acf,Mefenamic acid,AA-003,REC-0000421,10000,uM
AE31,2dc56d3e-f4aa-4d24-b714-64df85d4a9a9,Alpinetin,AA-001,REC-0063778,10000,uM
AE32,27285891-b47c-4ccf-a5c6-9c9bee87dc1e,Chloroambucil,AA-003,REC-0000737,10000,uM
AE33,2ca0cfda-3028-48f7-a7ac-84474f2c4ec1,Methacholine,AQ-001,REC-0003096,10000,uM
AE34,ea084b7e-107a-4121-841f-77a276bca352,Loxapine,AZ-002,REC-0000965,10000,uM
AE35,aac256ab-2215-4b95-adeb-d3dd6c23c352,Pyrogallol,AA-001,REC-0063785,10000,uM
AE36,5aa8b070-5353-465b-a968-fa88b4a9ce2e,Salmeterol,BR-003,REC-0001303,10000,uM
AE37,1d5d92b6-9e40-40e8-a97e-b25461374a61,N-Ethylmaleimide (NEM),AA-001,REC-0063677,10000,uM
AE38,0cdf0ac4-586e-4dd0-96fd-cb345016fb9c,Halcinonide,ZZ-001,REC-0001590,10000,uM
AE39,a1ca238b-0a99-4270-bbbd-8696a22f479e,Sophoridine,AA-001,REC-0063792,10000,uM
AE41,13c188b9-9ca6-4146-af30-5928afd92ca3,DHBP dibromide,CG-001,REC-0063681,10000,uM
AE42,a6669929-cdcd-4da1-9392-73074996466f,Clofazimine,ZZ-001,REC-0002037,10000,uM
AE43,23bd41da-db7f-4a12-9661-bd9f349a93a4,Lycorine hydrochloride,AA-001,REC-0063733,10000,uM
AE44,af55ab02-ed23-4650-967c-1c52478aff20,4-Aminoantipyrine,AA-002,REC-0005319,10000,uM
AF05,2a070610-4e2c-4e3d-9628-41013a2c702e,Desogestrel,AA-002,REC-0005356,10000,uM
AF06,0389e0c6-0b29-46a6-99ec-ad6284e4cfec,Kojic acid (no structure),ZZ-002,REC-0003015,10000,uM
