Source,Source Plate Barcode,Source Well,Destination,Destination Plate Barcode,Destination Well,Transfer Volume,Concentration,Reagent ID,Printing ID,Layer,Updated At,Printed At,REC ID
Working-L1700-1thru4.v1.p1,r04221,U25,0,0,B04,2.5,10000.0,020c889c-ebb3-49c7-a40d-539657bda0b9,None,treatment,2019-12-11 09:50:48.349055,None,REC-0001394
Working-L1700-1thru4.v1.p1,r04221,AF33,0,0,B05,2.5,10000.0,c7cddf34-85a4-445d-8446-a06d942c3a9e,None,treatment,2019-12-11 09:50:46.683143,None,REC-0002169
Working-L1700-1thru4.v1.p1,r04221,G41,0,0,B05,2.5,10000.0,07e85962-7c3f-4257-b49e-e8a57b4cf2b4,None,treatment,2019-12-11 09:50:46.683750,None,REC-0001275
Working-L1700-1thru4.v1.p1,r04221,U03,0,0,B05,2.5,10000.0,d817396d-09a1-4598-be4f-bbfbcc010016,None,treatment,2019-12-11 09:50:46.684353,None,REC-0064195
Working-L1700-1thru4.v1.p1,r04221,J27,0,0,B05,2.5,10000.0,e7b04b81-d62b-4039-acf7-f04bd5506542,None,treatment,2019-12-11 09:50:46.684952,None,REC-0000678
Working-L1700-1thru4.v1.p1,r04221,V09,0,0,B05,2.5,10000.0,c2999b31-38b7-4099-a248-1e297f7b4838,None,treatment,2019-12-11 09:50:46.685558,None,REC-0001454
Working-L1700-1thru4.v1.p1,r04221,AD25,0,0,B08,2.5,10000.0,74f894be-1829-4f6c-9dce-810ef8458591,None,treatment,2019-12-11 09:50:46.958432,None,REC-0001873
Working-L1700-1thru4.v1.p1,r04221,E46,0,0,B08,2.5,10000.0,61f0dbc0-55f1-40aa-b6a8-93a21d7be88b,None,treatment,2019-12-11 09:50:46.959045,None,REC-0064998
Working-L1700-1thru4.v1.p1,r04221,T26,0,0,B08,2.5,10000.0,77b97485-fabd-41d4-ab19-1907990d8a7b,None,treatment,2019-12-11 09:50:46.959656,None,REC-0000867
Working-L1700-1thru4.v1.p1,r04221,X19,0,0,B08,2.5,10000.0,44e0b5cb-2763-417b-b1a1-bb0b4672fcc8,None,treatment,2019-12-11 09:50:46.960270,None,REC-0001545
Working-L1700-1thru4.v1.p1,r04221,F25,0,0,B08,2.5,10000.0,28df8274-1444-440a-adce-3235c84c074b,None,treatment,2019-12-11 09:50:46.960935,None,REC-0000733
Working-L1700-1thru4.v1.p1,r04221,I26,0,0,B13,2.5,10000.0,662d635d-be0d-4153-b1ac-aa8535822482,None,treatment,2019-12-11 09:50:46.815654,None,REC-0002155
Working-L1700-1thru4.v1.p1,r04221,F44,0,0,B13,2.5,10000.0,f83b41d1-e692-4d2d-bc48-24801cc93c63,None,treatment,2019-12-11 09:50:46.816262,None,REC-0000855
Working-L1700-1thru4.v1.p1,r04221,T11,0,0,B13,2.5,10000.0,8087a1c5-c85a-4a15-b3a9-19883368d383,None,treatment,2019-12-11 09:50:46.816918,None,REC-0001121
Working-L1700-1thru4.v1.p1,r04221,R34,0,0,B13,2.5,10000.0,56cb924d-6ee6-4976-b10c-e232fca74bc6,None,treatment,2019-12-11 09:50:46.817525,None,REC-0000138
Working-L1700-1thru4.v1.p1,r04221,T12,0,0,B13,2.5,10000.0,58feaa14-f8ea-497f-92dd-1149d5bd425b,None,treatment,2019-12-11 09:50:46.818133,None,REC-0000955
Working-L1700-1thru4.v1.p1,r04221,M12,0,0,B14,2.5,10000.0,f3ad1d6a-3e1b-4055-a15d-bddab6788ac5,None,treatment,2019-12-11 09:50:45.089963,None,REC-0000847
Working-L1700-1thru4.v1.p1,r04221,V44,0,0,B14,2.5,10000.0,205cd1f8-af35-4c74-af39-af18a0d81e74,None,treatment,2019-12-11 09:50:45.090566,None,REC-0001347
Working-L1700-1thru4.v1.p1,r04221,I16,0,0,B14,2.5,10000.0,e683560e-cfc2-4c2d-bec8-993607a3a891,None,treatment,2019-12-11 09:50:45.091170,None,REC-0000620
Working-L1700-1thru4.v1.p1,r04221,J31,0,0,B14,2.5,10000.0,b291f068-6b5c-4325-8dda-a2b85615b60b,None,treatment,2019-12-11 09:50:45.091771,None,REC-0001030
Working-L1700-1thru4.v1.p1,r04221,D03,0,0,B14,2.5,10000.0,10694413-2792-4e78-ab5b-d0ca772514d1,None,treatment,2019-12-11 09:50:45.092534,None,REC-0006476
Working-L1700-1thru4.v1.p1,r04221,P20,0,0,B15,2.5,10000.0,368ec45e-66ba-44fa-96f9-a7eae3e07ad1,None,treatment,2019-12-11 09:50:46.582926,None,REC-0000994
Working-L1700-1thru4.v1.p1,r04221,L16,0,0,B15,2.5,10000.0,1ec2a7f3-5544-438b-b530-f9b956c7e522,None,treatment,2019-12-11 09:50:46.583528,None,REC-0001243
Working-L1700-1thru4.v1.p1,r04221,AF30,0,0,B15,2.5,10000.0,88c5fa00-1427-4fc3-9234-8533a53cb684,None,treatment,2019-12-11 09:50:46.584124,None,REC-0000224
Working-L1700-1thru4.v1.p1,r04221,Y42,0,0,B15,2.5,10000.0,37284127-1be1-466e-9a7e-cb17b382b6ca,None,treatment,2019-12-11 09:50:46.584718,None,REC-0000989
Working-L1700-1thru4.v1.p1,r04221,Y41,0,0,B15,2.5,10000.0,4fd5f1e2-093b-4d51-a13b-03cee30308bd,None,treatment,2019-12-11 09:50:46.585317,None,REC-0001515
Working-L1700-1thru4.v1.p1,r04221,Q29,0,0,B17,2.5,10000.0,312b85d1-ab58-426e-9469-c8a7ec8e3f2b,None,treatment,2019-12-11 09:50:45.154335,None,REC-0001412
Working-L1700-1thru4.v1.p1,r04221,G39,0,0,B17,2.5,10000.0,c7d128c7-2703-4d03-b469-5648e90d089a,None,treatment,2019-12-11 09:50:45.154949,None,REC-0000722
Working-L1700-1thru4.v1.p1,r04221,AB30,0,0,B17,2.5,10000.0,92e4c41c-e313-4510-9e81-9a63d2657c0c,None,treatment,2019-12-11 09:50:45.155565,None,REC-0001686
Working-L1700-1thru4.v1.p1,r04221,AC45,0,0,B17,2.5,10000.0,15be2f21-0cfb-4279-8b90-e6e4673218c5,None,treatment,2019-12-11 09:50:45.156183,None,REC-0004984
Working-L1700-1thru4.v1.p1,r04221,J21,0,0,B17,2.5,10000.0,1e90f1f8-d307-439d-b82a-a061ade0f8fd,None,treatment,2019-12-11 09:50:45.156793,None,REC-0000483
Working-L1700-1thru4.v1.p1,r04221,I38,0,0,B22,2.5,10000.0,6b87597c-7258-41e5-86e8-601cfc8e7a4f,None,treatment,2019-12-11 09:50:46.119528,None,REC-0001317
Working-L1700-1thru4.v1.p1,r04221,V37,0,0,B22,2.5,10000.0,daae7183-04bf-4c09-87c5-35aeb601c42c,None,treatment,2019-12-11 09:50:46.120134,None,REC-0001175
Working-L1700-1thru4.v1.p1,r04221,AD15,0,0,B22,2.5,10000.0,03581902-0431-401e-a9d5-fbbba56fc180,None,treatment,2019-12-11 09:50:46.120740,None,REC-0001222
Working-L1700-1thru4.v1.p1,r04221,K25,0,0,B22,2.5,10000.0,b5cf21c5-9ec5-4cec-af91-faaec7d4be8a,None,treatment,2019-12-11 09:50:46.121346,None,REC-0000401
Working-L1700-1thru4.v1.p1,r04221,AB06,0,0,B22,2.5,10000.0,e62d4953-98c0-4bed-9e1c-07fc84cc8b99,None,treatment,2019-12-11 09:50:46.121949,None,REC-0000533
Working-L1700-1thru4.v1.p1,r04221,E14,0,0,B23,2.5,10000.0,9f400693-71ac-47ea-aa92-88e1acd200fb,None,treatment,2019-12-11 09:50:47.805815,None,REC-0001575
Working-L1700-1thru4.v1.p1,r04221,O15,0,0,B23,2.5,10000.0,2bb37441-3f75-4ab5-9240-0420c5e97cfc,None,treatment,2019-12-11 09:50:47.806440,None,REC-0001591
Working-L1700-1thru4.v1.p1,r04221,I35,0,0,B23,2.5,10000.0,40093595-8c97-40b4-bdec-4ef0f1c003b5,None,treatment,2019-12-11 09:50:47.807057,None,REC-0002178
Working-L1700-1thru4.v1.p1,r04221,F40,0,0,B23,2.5,10000.0,617790b0-7e6e-4b7b-a0a5-f50b2f533ef4,None,treatment,2019-12-11 09:50:47.807720,None,REC-0001672
Working-L1700-1thru4.v1.p1,r04221,Q09,0,0,B23,2.5,10000.0,816f5e3c-5af7-4f91-9d37-1c6c57601f63,None,treatment,2019-12-11 09:50:47.808543,None,REC-0000547
Working-L1700-1thru4.v1.p1,r04221,AD13,0,0,B27,2.5,10000.0,abe9d72e-1329-4239-b63b-66b10daf0a04,None,treatment,2019-12-11 09:50:48.509862,None,REC-0000845
Working-L1700-1thru4.v1.p1,r04221,R06,0,0,B27,2.5,10000.0,b35a7fc8-1cd9-4815-9dcb-88142b9760ae,None,treatment,2019-12-11 09:50:48.510464,None,REC-0000799
Working-L1700-1thru4.v1.p1,r04221,AA27,0,0,B27,2.5,10000.0,5e6afbe6-defd-4d7d-9971-6aa9bb61c4ea,None,treatment,2019-12-11 09:50:48.511125,None,REC-0000838
Working-L1700-1thru4.v1.p1,r04221,L35,0,0,B27,2.5,10000.0,3d0ee5cd-bc42-4a79-bf7b-35fef5585275,None,treatment,2019-12-11 09:50:48.511725,None,REC-0002104
Working-L1700-1thru4.v1.p1,r04221,V33,0,0,B27,2.5,10000.0,4d3972f6-2123-4ad8-abb1-ce807c772fe7,None,treatment,2019-12-11 09:50:48.512318,None,REC-0063627
Working-L1700-1thru4.v1.p1,r04221,U35,0,0,B28,2.5,10000.0,3eb6e321-52eb-40ff-839c-545eb77c7f36,None,treatment,2019-12-11 09:50:45.108367,None,REC-0001682
Working-L1700-1thru4.v1.p1,r04221,G27,0,0,B28,2.5,10000.0,24d657bf-7a8a-49aa-a3d8-208b04ff48dc,None,treatment,2019-12-11 09:50:45.108965,None,REC-0000482
Working-L1700-1thru4.v1.p1,r04221,F39,0,0,B28,2.5,10000.0,869c3460-fa37-4158-90ad-3aae2da2d7dd,None,treatment,2019-12-11 09:50:45.109570,None,REC-0001066
Working-L1700-1thru4.v1.p1,r04221,J31,0,0,B28,2.5,10000.0,b291f068-6b5c-4325-8dda-a2b85615b60b,None,treatment,2019-12-11 09:50:45.110169,None,REC-0001030
Working-L1700-1thru4.v1.p1,r04221,C08,0,0,B28,2.5,10000.0,02c813da-4642-48b5-a468-e87f5ed9c5a4,None,treatment,2019-12-11 09:50:45.110768,None,REC-0000585
Working-L1700-1thru4.v1.p1,r04221,B42,0,0,B29,2.5,10000.0,8a824690-f888-4617-a825-480a9b97dd53,None,treatment,2019-12-11 09:50:46.646308,None,REC-0002029
Working-L1700-1thru4.v1.p1,r04221,Y13,0,0,B29,2.5,10000.0,3c495139-e7c3-401b-920c-4a3f3aa4a398,None,treatment,2019-12-11 09:50:46.646902,None,REC-0000881
Working-L1700-1thru4.v1.p1,r04221,T28,0,0,B29,2.5,10000.0,32dde89c-6b3a-44d3-b818-86e62af3a7e9,None,treatment,2019-12-11 09:50:46.647497,None,REC-0000977
Working-L1700-1thru4.v1.p1,r04221,AC34,0,0,B29,2.5,10000.0,ffc602e1-318b-4c69-b401-54a7113c1fed,None,treatment,2019-12-11 09:50:46.648098,None,REC-0001508
Working-L1700-1thru4.v1.p1,r04221,K08,0,0,B29,2.5,10000.0,692366ac-e22e-4631-87e4-08d28a6dc768,None,treatment,2019-12-11 09:50:46.648695,None,REC-0002136
Working-L1700-1thru4.v1.p1,r04221,Q27,0,0,B31,2.5,10000.0,9c8a2550-bbca-4fca-98c5-8c8c6c581e6c,None,treatment,2019-12-11 09:50:46.899478,None,REC-0000161
Working-L1700-1thru4.v1.p1,r04221,S06,0,0,B31,2.5,10000.0,7f435670-5749-4c94-872b-f8681f7aabc7,None,treatment,2019-12-11 09:50:46.900097,None,REC-0001583
Working-L1700-1thru4.v1.p1,r04221,X29,0,0,B31,2.5,10000.0,9f10ff54-bc3d-473e-92d0-224f21fbc76a,None,treatment,2019-12-11 09:50:46.900712,None,REC-0000087
Working-L1700-1thru4.v1.p1,r04221,AB27,0,0,B31,2.5,10000.0,85ff3700-0bbb-4ec8-a129-ad90d30ccd2b,None,treatment,2019-12-11 09:50:46.901334,None,REC-0000440
Working-L1700-1thru4.v1.p1,r04221,V28,0,0,B31,2.5,10000.0,e73db998-28ef-4715-a39e-5e464a5fac9f,None,treatment,2019-12-11 09:50:46.901952,None,REC-0002017
Working-L1700-1thru4.v1.p1,r04221,P21,0,0,B32,2.5,10000.0,df06b187-f034-488e-b735-fa0b8499a14f,None,treatment,2019-12-11 09:50:48.929753,None,REC-0002113
Working-L1700-1thru4.v1.p1,r04221,L20,0,0,B32,2.5,10000.0,85d1e8ee-8769-4e32-9dbe-1e09dddc7b0f,None,treatment,2019-12-11 09:50:48.930359,None,REC-0002039
Working-L1700-1thru4.v1.p1,r04221,AE41,0,0,B32,2.5,10000.0,b2db2a65-ecb3-4bc3-a6c8-b26fc0288222,None,treatment,2019-12-11 09:50:48.930958,None,REC-0000555
Working-L1700-1thru4.v1.p1,r04221,C25,0,0,B32,2.5,10000.0,96157388-2602-4233-919b-c4f018389029,None,treatment,2019-12-11 09:50:48.931562,None,REC-0000127
Working-L1700-1thru4.v1.p1,r04221,O37,0,0,B32,2.5,10000.0,df4a13f9-782a-4e22-8148-7808838c5d95,None,treatment,2019-12-11 09:50:48.932167,None,REC-0000937
Working-L1700-1thru4.v1.p1,r04221,T25,0,0,B33,2.5,10000.0,f4e65fb6-f0fd-4f70-9257-2df083ff93d0,None,treatment,2019-12-11 09:50:46.491692,None,REC-0000604
Working-L1700-1thru4.v1.p1,r04221,K31,0,0,B33,2.5,10000.0,ecfa89eb-cac9-4993-9166-c62de12d7e61,None,treatment,2019-12-11 09:50:46.492297,None,REC-0000590
Working-L1700-1thru4.v1.p1,r04221,Q18,0,0,B33,2.5,10000.0,7d49175e-b114-4d2e-9591-a7fe09ec1f2e,None,treatment,2019-12-11 09:50:46.492904,None,REC-0001055
Working-L1700-1thru4.v1.p1,r04221,C17,0,0,B33,2.5,10000.0,df487ab2-f3e2-4c12-8324-7e0f02e54d52,None,treatment,2019-12-11 09:50:46.493573,None,REC-0001070
Working-L1700-1thru4.v1.p1,r04221,R42,0,0,B33,2.5,10000.0,ace9c2f2-7a46-4c98-8821-f535ce7aa08c,None,treatment,2019-12-11 09:50:46.494308,None,REC-0000889
Working-L1700-1thru4.v1.p1,r04221,W08,0,0,B34,2.5,10000.0,645d7d45-82df-43f0-a666-4f7ccef31551,None,treatment,2019-12-11 09:50:46.029876,None,REC-0000791
Working-L1700-1thru4.v1.p1,r04221,T20,0,0,B34,2.5,10000.0,1f33979d-f56a-4170-ae39-b483fe77456c,None,treatment,2019-12-11 09:50:46.030500,None,REC-0000788
Working-L1700-1thru4.v1.p1,r04221,S41,0,0,B34,2.5,10000.0,eea56ada-c6b9-42fa-b0b3-48b0014748e5,None,treatment,2019-12-11 09:50:46.031126,None,REC-0000814
Working-L1700-1thru4.v1.p1,r04221,Z38,0,0,B34,2.5,10000.0,f59a4f96-6628-4d17-b16b-4c07f156f011,None,treatment,2019-12-11 09:50:46.031750,None,REC-0002048
Working-L1700-1thru4.v1.p1,r04221,K19,0,0,B34,2.5,10000.0,9f0e7ceb-529f-42d9-8fc0-8c049574d1b5,None,treatment,2019-12-11 09:50:46.032376,None,REC-0000509
Working-L1700-1thru4.v1.p1,r04221,W04,0,0,B39,2.5,10000.0,2c8b4255-f23e-4677-84af-7f331cb76c14,None,treatment,2019-12-11 09:50:46.765885,None,REC-0065005
Working-L1700-1thru4.v1.p1,r04221,AE09,0,0,B39,2.5,10000.0,a4c32a8f-88e1-4bcc-89bb-469d867b0db7,None,treatment,2019-12-11 09:50:46.766483,None,REC-0000198
Working-L1700-1thru4.v1.p1,r04221,R36,0,0,B39,2.5,10000.0,57169a19-93f6-4a56-8f65-a11d312d3d75,None,treatment,2019-12-11 09:50:46.767086,None,REC-0001322
Working-L1700-1thru4.v1.p1,r04221,C13,0,0,B39,2.5,10000.0,ed4380aa-6c0d-4e54-870d-517868bd9c6b,None,treatment,2019-12-11 09:50:46.767681,None,REC-0001982
Working-L1700-1thru4.v1.p1,r04221,I05,0,0,B39,2.5,10000.0,7ad5457a-2e00-4ea2-ba55-268f2ccbfa45,None,treatment,2019-12-11 09:50:46.768279,None,REC-0001363
Working-L1700-1thru4.v1.p1,r04221,W23,0,0,B40,2.5,10000.0,1ce2d98b-fe5e-4f22-a958-f6e84c0b0344,None,treatment,2019-12-11 09:50:47.675211,None,REC-0002183
Working-L1700-1thru4.v1.p1,r04221,O13,0,0,B40,2.5,10000.0,e8feed03-95cf-41d6-bda8-7ffd09e81d3f,None,treatment,2019-12-11 09:50:47.675827,None,REC-0000167
Working-L1700-1thru4.v1.p1,r04221,Y31,0,0,B40,2.5,10000.0,2198d7dc-ffee-4679-a83b-21ab164bec33,None,treatment,2019-12-11 09:50:47.676441,None,REC-0001767
Working-L1700-1thru4.v1.p1,r04221,O06,0,0,B40,2.5,10000.0,226d0786-eeeb-4e0e-ac30-aee5ec8f7fd8,None,treatment,2019-12-11 09:50:47.677054,None,REC-0000272
Working-L1700-1thru4.v1.p1,r04221,AE07,0,0,B40,2.5,10000.0,60b17089-dcb5-476e-823a-f6ad031a7213,None,treatment,2019-12-11 09:50:47.677669,None,REC-0001664
Working-L1700-1thru4.v1.p1,r04221,L25,0,0,B43,2.5,10000.0,837def23-8ba7-4c3d-b0fa-2d3eb5a3dcba,None,treatment,2019-12-11 09:50:48.497868,None,REC-0002291
Working-L1700-1thru4.v1.p1,r04221,H36,0,0,B43,2.5,10000.0,482dbeb6-a06c-4332-84e2-fd96e8abdd92,None,treatment,2019-12-11 09:50:48.498464,None,REC-0000270
Working-L1700-1thru4.v1.p1,r04221,AD05,0,0,B43,2.5,10000.0,a6b74a58-03cd-4109-91f4-0f623d1717ac,None,treatment,2019-12-11 09:50:48.499063,None,REC-0004434
Working-L1700-1thru4.v1.p1,r04221,Q20,0,0,B43,2.5,10000.0,8c23b16b-37d7-4916-b4a1-3989d382a026,None,treatment,2019-12-11 09:50:48.499659,None,REC-0000351
Working-L1700-1thru4.v1.p1,r04221,V33,0,0,B43,2.5,10000.0,4d3972f6-2123-4ad8-abb1-ce807c772fe7,None,treatment,2019-12-11 09:50:48.500259,None,REC-0063627
Working-L1700-1thru4.v1.p1,r04221,O33,0,0,B44,2.5,10000.0,552daaf3-d586-47c1-ae25-2947cb728675,None,treatment,2019-12-11 09:50:46.778118,None,REC-0000242
Working-L1700-1thru4.v1.p1,r04221,AE09,0,0,B44,2.5,10000.0,a4c32a8f-88e1-4bcc-89bb-469d867b0db7,None,treatment,2019-12-11 09:50:46.778716,None,REC-0000198
Working-L1700-1thru4.v1.p1,r04221,M40,0,0,B44,2.5,10000.0,5cc249e0-6861-44c2-b92c-9cd304f0d3ef,None,treatment,2019-12-11 09:50:46.779318,None,REC-0000713
Working-L1700-1thru4.v1.p1,r04221,C42,0,0,B44,2.5,10000.0,7abb8253-6577-4a3d-8df3-1a3d5e9177f2,None,treatment,2019-12-11 09:50:46.779982,None,REC-0000859
Working-L1700-1thru4.v1.p1,r04221,AA35,0,0,B44,2.5,10000.0,bcd59e3f-7a03-40b8-b957-123ec9f55c20,None,treatment,2019-12-11 09:50:46.780580,None,REC-0002099
Working-L1700-1thru4.v1.p1,r04221,D30,0,0,B45,2.5,10000.0,cf75457a-a01f-4d24-bcd5-499b0cd5ad67,None,treatment,2019-12-11 09:50:47.813957,None,REC-0001140
Working-L1700-1thru4.v1.p1,r04221,AC24,0,0,B45,2.5,10000.0,150db668-321d-4485-baa8-d3a65d205a48,None,treatment,2019-12-11 09:50:47.814578,None,REC-0063626
Working-L1700-1thru4.v1.p1,r04221,N17,0,0,B45,2.5,10000.0,0899afd2-3cb4-447e-a346-e06b24d87b1d,None,treatment,2019-12-11 09:50:47.815193,None,REC-0001848
Working-L1700-1thru4.v1.p1,r04221,K29,0,0,B45,2.5,10000.0,1549adbb-4810-4f97-9d9c-82fd5488c110,None,treatment,2019-12-11 09:50:47.815812,None,REC-0001714
Working-L1700-1thru4.v1.p1,r04221,Q09,0,0,B45,2.5,10000.0,816f5e3c-5af7-4f91-9d37-1c6c57601f63,None,treatment,2019-12-11 09:50:47.816439,None,REC-0000547
Working-L1700-1thru4.v1.p1,r04221,AC27,0,0,C03,2.5,10000.0,42578ebb-5ae6-44c6-90f8-9428ecd1b7d7,None,treatment,2019-12-11 09:50:47.712530,None,REC-0000246
Working-L1700-1thru4.v1.p1,r04221,AC22,0,0,C03,2.5,10000.0,56b714f2-f4cf-4ad0-b056-368f562b3d11,None,treatment,2019-12-11 09:50:47.713158,None,REC-0001481
Working-L1700-1thru4.v1.p1,r04221,F03,0,0,C03,2.5,10000.0,92dec8a8-bee7-464b-9a18-f9b5c8b02856,None,treatment,2019-12-11 09:50:47.713780,None,REC-0064219
Working-L1700-1thru4.v1.p1,r04221,Z22,0,0,C03,2.5,10000.0,8d1f8899-0780-41d7-9d22-a197c9a49188,None,treatment,2019-12-11 09:50:47.714402,None,REC-0004376
Working-L1700-1thru4.v1.p1,r04221,C26,0,0,C03,2.5,10000.0,4372f4cd-48ab-47a7-96d2-1caa2bf59f44,None,treatment,2019-12-11 09:50:47.715018,None,REC-0000229
Working-L1700-1thru4.v1.p1,r04221,L08,0,0,C04,2.5,10000.0,ae0408c2-a771-4c84-92c9-9109057f8028,None,treatment,2019-12-11 09:50:45.299775,None,REC-0001209
Working-L1700-1thru4.v1.p1,r04221,Q41,0,0,C04,2.5,10000.0,f05b8d77-0e8d-4bbe-9fcf-1a5d9c52a668,None,treatment,2019-12-11 09:50:45.300383,None,REC-0000442
Working-L1700-1thru4.v1.p1,r04221,S08,0,0,C04,2.5,10000.0,1064c417-ed50-48c2-b02b-fdda828fbf71,None,treatment,2019-12-11 09:50:45.300980,None,REC-0002385
Working-L1700-1thru4.v1.p1,r04221,F38,0,0,C04,2.5,10000.0,f6cf083d-195e-4153-97dc-1c077d568238,None,treatment,2019-12-11 09:50:45.301582,None,REC-0000633
Working-L1700-1thru4.v1.p1,r04221,D13,0,0,C04,2.5,10000.0,7c498478-cc3d-4d06-933b-51db32ee49d0,None,treatment,2019-12-11 09:50:45.302181,None,REC-0000199
Working-L1700-1thru4.v1.p1,r04221,AB04,0,0,C05,2.5,10000.0,f7e572a0-0e7a-4a85-99f3-865662807909,None,treatment,2019-12-11 09:50:47.071198,None,REC-0005460
Working-L1700-1thru4.v1.p1,r04221,J37,0,0,C05,2.5,10000.0,405bd818-b994-4cf0-aa38-08fc0fa75b96,None,treatment,2019-12-11 09:50:47.071806,None,REC-0001461
Working-L1700-1thru4.v1.p1,r04221,I15,0,0,C05,2.5,10000.0,66cb556c-884e-4f39-a41d-42ec75036da4,None,treatment,2019-12-11 09:50:47.072421,None,REC-0002057
Working-L1700-1thru4.v1.p1,r04221,AC26,0,0,C05,2.5,10000.0,85aba80d-76a1-4a1e-9b3a-cac45443d500,None,treatment,2019-12-11 09:50:47.073033,None,REC-0063624
Working-L1700-1thru4.v1.p1,r04221,S33,0,0,C05,2.5,10000.0,d5a99ede-40f6-4f1d-a2b8-ce1fc50992c4,None,treatment,2019-12-11 09:50:47.073644,None,REC-0000259
Working-L1700-1thru4.v1.p1,r04221,B11,0,0,C08,2.5,10000.0,2b5949cb-7f92-4ba4-9e49-dbe19e6df5f3,None,treatment,2019-12-11 09:50:45.373278,None,REC-0000487
Working-L1700-1thru4.v1.p1,r04221,Q10,0,0,C08,2.5,10000.0,60002d4a-6cc9-4e06-b33f-7415ce903aae,None,treatment,2019-12-11 09:50:45.373883,None,REC-0000524
Working-L1700-1thru4.v1.p1,r04221,R19,0,0,C08,2.5,10000.0,14252225-e8f8-424f-bc44-8a3b68d136eb,None,treatment,2019-12-11 09:50:45.374488,None,REC-0000662
Working-L1700-1thru4.v1.p1,r04221,B05,0,0,C08,2.5,10000.0,2f85dff4-d71d-48c0-a276-f77b36524970,None,treatment,2019-12-11 09:50:45.375140,None,REC-0000579
Working-L1700-1thru4.v1.p1,r04221,AA43,0,0,C08,2.5,10000.0,22ae09cc-4394-45d9-8fec-22138e8edf16,None,treatment,2019-12-11 09:50:45.375752,None,REC-0001321
Working-L1700-1thru4.v1.p1,r04221,U07,0,0,C09,2.5,10000.0,6501cb3b-945f-455d-ab5d-8b8325cdce02,None,treatment,2019-12-11 09:50:48.938858,None,REC-0001438
Working-L1700-1thru4.v1.p1,r04221,U29,0,0,C09,2.5,10000.0,a97a2782-f318-47ac-b872-7d12d1be90dc,None,treatment,2019-12-11 09:50:48.939464,None,REC-0002103
Working-L1700-1thru4.v1.p1,r04221,Y38,0,0,C09,2.5,10000.0,936d9b21-d120-4191-86a7-9055eade727b,None,treatment,2019-12-11 09:50:48.940065,None,REC-0000645
Working-L1700-1thru4.v1.p1,r04221,S25,0,0,C09,2.5,10000.0,4c15881b-6e75-49c8-8174-bacd2e7ace72,None,treatment,2019-12-11 09:50:48.940670,None,REC-0000751
