address,reagent_id,reagent_label,reagent_batch_name,rec_id,concentration,concentration_units
AA43,22ae09cc-4394-45d9-8fec-22138e8edf16,TSU-68,AA-002,REC-0001321,10000,uM
AA44,d414ca98-0c06-45c3-86c0-e6d26f4c956b,Phentolamine,BQ-003,REC-0001000,10000,uM
AA45,103145f7-9ae1-48fc-a8fb-fda4721715e8,Grape Seed Extract,ZZ-001,REC-0064999,10000,uM
AA46,08ace847-4b47-4d59-bd42-702bd9dc1a84,Boldenone Undecylenate,AA-001,REC-0064272,10000,uM
AB03,6b92409c-e81f-464f-a63d-97675041c964,Angelic anhydride,AA-001,REC-0064278,10000,uM
AB04,f7e572a0-0e7a-4a85-99f3-865662807909,Tiagabine,AA-002,REC-0005460,10000,uM
AB05,494d174c-92b0-4d24-98f3-e665434e56c2,SB-743921,AQ-003,REC-0002314,10000,uM
AB06,e62d4953-98c0-4bed-9e1c-07fc84cc8b99,DCC-2036,AA-002,REC-0000533,10000,uM
AB07,e46eea8a-00bc-4307-b6e4-92fa3f3cfa85,Sorbitol,AA-006,REC-0002195,10000,uM
AB08,fff9b030-c5cc-4eb9-bb9b-f8bf3f6f552a,IKK-16,AA-002,REC-0000948,10000,uM
AB09,b7198b7e-bb30-4a97-8a7f-034627f6a0b4,A-966492,ZZ-002,REC-0000118,10000,uM
AB10,bb8465b6-7373-45c4-b8f5-e99f5956259a,MK-0752,AA-003,REC-0001264,10000,uM
AB11,6f7ce45e-ee52-4f05-a331-fcd2d9528ebd,Chrysophanic acid,AA-002,REC-0001234,10000,uM
AB12,7803d144-76c8-47b6-96ad-5f2a4098eb59,Tyrphostin 9,AA-003,REC-0000901,10000,uM
AB13,0def23e3-7966-421c-90f1-ca0e435dd011,Formestane,ZZ-001,REC-0001559,10000,uM
AB14,0bfde596-2b96-4314-9df3-e58b01c370b0,A-674563,AA-002,REC-0000114,10000,uM
AB15,64439141-97c7-46f5-909a-0b960a35aa79,Astragaloside A,ZZ-001,REC-0000283,10000,uM
AB16,710db7a9-2b66-4292-be75-1f12a91c2340,Lumiracoxib,AA-002,REC-0001289,10000,uM
AB17,b188fc85-9005-445c-a408-43cfcea14906,Apatinib,BQ-002,REC-0000252,10000,uM
AB18,aa03bade-0e47-4057-88c3-e74d9b526e7d,AS-604850,AA-002,REC-0001506,10000,uM
AB19,135e4ac7-730e-4973-834b-684e2c1b566d,Inosine,ZZ-001,REC-0002176,10000,uM
AB20,4b88116e-176e-4915-8a97-0e50813e6501,BAY 11-7082,AA-002,REC-0001026,10000,uM
AB21,703a1185-a8a0-4bf5-b3d3-caee726d815e,LY2157299,AA-003,REC-0000843,10000,uM
AB22,d966896c-9170-43bb-9d2a-58a744dee152,ADX-47273,AA-003,REC-0000172,10000,uM
AB23,8dd83b1c-0ab2-4610-8727-1cd5d5cbb453,Benserazide,AQ-002,REC-0000486,10000,uM
AB24,1f4e1a82-3753-4be2-89c1-66755538684b,Salubrinal,AA-003,REC-0001540,10000,uM
AB25,50db242b-f6d4-4709-ba83-a16762e34568,AR-42,AA-007,REC-0002282,10000,uM
AB26,63d875b5-984c-4057-ac74-a8bd565a6d62,RS-127445,AA-002,REC-0001240,10000,uM
AB27,85ff3700-0bbb-4ec8-a129-ad90d30ccd2b,Domperidone,AA-002,REC-0000440,10000,uM
AB28,9b6f5f20-a2f6-4d29-87a4-14aeaae90aa8,Carbazochrome sulfonate,FP-002,REC-0002018,10000,uM
AB29,2d8377cc-4d95-4ff9-8a8c-dd782b3463f6,Esculin,AA-002,REC-0000564,10000,uM
AB30,92e4c41c-e313-4510-9e81-9a63d2657c0c,TAK-901,AA-002,REC-0001686,10000,uM
AB31,34644e84-14ea-499b-ace6-56961d3e425e,"Lincomycin HCl, Lincocin",AQ-002,REC-0004418,10000,uM
AB32,01955ecc-7b52-4bc2-9a00-28ae0bece2d4,Niflumic acid,AA-002,REC-0000912,10000,uM
AB33,46b75c4b-e718-4638-8614-9f823c06ef38,Asiatic acid,ZZ-001,REC-0000281,10000,uM
AB34,d33b6031-7f00-4023-be56-f76b332e1d51,SB415286,AA-002,REC-0000899,10000,uM
AB35,b660c907-43c1-465b-b0c2-237b7c79cf4f,Nateglinide,AA-002,REC-0001049,10000,uM
AB36,8cc1f3ba-effc-41de-8e80-94e1627c257b,Fenoprofen calcium hydrate,AA-002,REC-0004402,10000,uM
AB37,63f29704-6ca4-4e4b-be5c-1a859c33ad7f,Chlorogenic acid,ZZ-001,REC-0001042,10000,uM
AB38,b730d5ef-5c97-49a5-bdfe-a1a58b4d48a1,PF-04691502,AA-002,REC-0002081,10000,uM
AB39,c1364f38-2fdb-4838-912c-a2eb43ae7f34,Propafenone,AA-002,REC-0001384,10000,uM
AB40,359b9415-cdee-497f-b512-68e7c47275a6,Rofecoxib,AA-003,REC-0001138,10000,uM
AB41,5b9c8310-ffe6-4da2-8167-bb98aabdbcc4,Daidzin,ZZ-001,REC-0003625,10000,uM
AB42,39c58cca-d79d-495f-90a9-255aca3a2668,HER2-Inhibitor-1,AA-002,REC-0001781,10000,uM
AB43,212f1a38-3443-4d93-9e09-0d9ab6c8dae0,Sotalol,AQ-003,REC-0000755,10000,uM
AB44,c6d82b3e-4944-4964-bf3e-7fe25619bade,Azilsartan medoxomil,AA-002,REC-0000896,10000,uM
AB45,1a55d133-4021-4b61-abd6-740ff789eaa9,Tuaminoheptane,AA-001,REC-0003438,10000,uM
AB46,4f84984c-e557-4d0f-ab1e-52e28bc5b145,Laurocapram,AA-001,REC-0064288,10000,uM
AC03,ba1b965d-4aa0-4d48-a1aa-4f78f819f6c1,CBL0137 (CBL-0137),AQ-001,REC-0064197,10000,uM
AC04,6e8ff6b8-4f02-4cf7-a070-97fc20dd8fde,LY3214996,AA-002,REC-0010391,10000,uM
AC05,6b84c1b6-4642-4209-a165-faeef373809e,Nintedanib,AA-002,REC-0001089,10000,uM
AC06,a25de873-1298-4d54-98b8-04ae4a54a338,MC1568,AA-003,REC-0001242,10000,uM
AC07,446f9d0e-c685-45c9-b049-57bc9238c401,Epirubicin,AQ-003,REC-0002322,10000,uM
AC08,17904507-a413-4613-9dda-4ec7b2effbe6,Esomeprazole,FN-002,REC-0000375,10000,uM
AC09,cdc658e2-e006-4954-8f5f-ea0fbc2b7efd,Dasatinib,AA-005,REC-0002075,10000,uM
AC10,7ab28072-2bb9-4861-b9d1-ef163517d744,Pralatrexate,AA-002,REC-0002083,10000,uM
AC11,150c4bd6-4921-4960-b447-4cc41dfbcb30,"2-Methoxyestradiol, 2-ME2",AA-002,REC-0004373,10000,uM
AC12,b2feaa79-7f66-4eb5-ac60-194340d488c3,Suprofen,AA-002,REC-0000727,10000,uM
AC13,7284f3a1-5684-4322-94b4-07c9e646fffa,Nilotinib,AA-004,REC-0000705,10000,uM
AC14,a0ec130d-521e-4ca9-95da-58f0bac00cbf,Tadalafil,AA-003,REC-0002042,10000,uM
AC15,aa27b8a0-e442-4168-8c5b-9e9381f4c9ab,Dimebon dihydrochloride,AQ-002,REC-0063538,10000,uM
AC16,37db7ab9-af22-4a0a-95e5-cb72812eff23,Thioguanine (no structure),ZZ-002,REC-0003400,10000,uM
AC17,dd8b8dfb-b2df-4775-baa6-29b279dbc15e,Sunitinib,AU-005,REC-0000776,10000,uM
AC18,66dedd10-ea4c-4403-bd7f-5c4b0798a04d,LY2811376,AA-002,REC-0001446,10000,uM
AC19,9b9046b9-d51a-43aa-8f45-8bab468b7a5c,Posaconazole,AA-002,REC-0000747,10000,uM
AC20,64ad6e8d-20b5-4bba-9a1d-3407460d7955,Teniposide,ZZ-002,REC-0001210,10000,uM
AC21,b81b92bd-de9a-4c31-95b3-a8d59a93026f,AC480,AA-003,REC-0000128,10000,uM
AC22,56b714f2-f4cf-4ad0-b056-368f562b3d11,DMXAA,AA-002,REC-0001481,10000,uM
AC23,72b3df96-6d5d-4555-af75-490e8e7dcb79,WYE-354,AA-002,REC-0001141,10000,uM
AC24,150db668-321d-4485-baa8-d3a65d205a48,AICAR (Acadesine),AA-001,REC-0063626,10000,uM
AC25,e0f0007b-2ec7-4703-97ef-eba6559661ba,Crizotinib,AA-003,REC-0000647,10000,uM
AC26,85aba80d-76a1-4a1e-9b3a-cac45443d500,Nebivolol HCl,AQ-001,REC-0063624,10000,uM
AC27,42578ebb-5ae6-44c6-90f8-9428ecd1b7d7,Aniracetam,AA-002,REC-0000246,10000,uM
AC28,90aba10f-6482-4f74-9742-9a7e2a244106,Erdosteine,AA-002,REC-0002208,10000,uM
AC29,4cc70757-06a2-487c-92ad-3c73c8cbe521,MK-2206,AQ-002,REC-0000848,10000,uM
AC30,63f244d7-5d62-4886-b210-8cc13fcef957,Pomalidomide,AA-002,REC-0001366,10000,uM
AC31,d84acd38-439c-43cf-bf09-f8c0c186a67c,Cetirizine,AQ-002,REC-0000851,10000,uM
AC32,7376c59a-4071-4801-8c6b-d4d3ed1185c3,Azithromycin,ZZ-001,REC-0001839,10000,uM
AC33,353a45ef-fec4-473b-b066-e0511a81e06b,PCI-24781,AA-003,REC-0001356,10000,uM
AC34,ffc602e1-318b-4c69-b401-54a7113c1fed,Tie2 kinase inhibitor,AA-002,REC-0001508,10000,uM
AC35,7f2bee64-a59b-433f-9ece-229a3ab1b3a8,6-Mercaptopurine (6-MP),AA-004,REC-0000098,10000,uM
AC36,104ee324-e87b-4e68-818f-3f6205a19391,Daidzein,AA-002,REC-0001096,10000,uM
AC37,2d87bdee-3100-4459-b4c9-5ef2dda07a3f,Rucaparib,AW-002,REC-0000967,10000,uM
AC38,a1d2cf00-09c4-4dcb-9879-1bd8e00cfb8e,Olmesartan medoxomil,AA-002,REC-0002044,10000,uM
AC39,1d2daa4e-1b69-4a66-bfd4-f0cc848d5e78,Etomidate,AA-002,REC-0002005,10000,uM
AC40,5b58ae08-afdd-4376-8522-0d35914961f9,Valaciclovir,AQ-003,REC-0002012,10000,uM
AC41,b394e894-2ca8-4519-851f-4d9ef3a55c69,Danusertib,AA-002,REC-0000846,10000,uM
AC42,4ebdaf8c-b8b4-4669-ac9a-4ee6fec0e613,Silodosin,AA-002,REC-0001284,10000,uM
AC43,91e11aff-409e-4413-8ed6-9be2189876a0,Genistein,AA-002,REC-0000858,10000,uM
AC44,25acc386-f06d-48be-bdf7-a10a891b2acd,Nizatidine,AA-003,REC-0002207,10000,uM
AC45,15be2f21-0cfb-4279-8b90-e6e4673218c5,TMP195,AA-003,REC-0004984,10000,uM
AC46,6fb828f8-e8dd-4451-b827-79a1824a8874,IDO inhibitor 1,AA-001,REC-0064217,10000,uM
AD03,9cefc4f0-96ea-49a4-a717-bde343f0020b,Amcasertib (BBI503),AA-001,REC-0064223,10000,uM
AD04,bd5b17fa-91f6-472b-bdab-04c3da12b241,C188-9,AA-001,REC-0064236,10000,uM
AD05,a6b74a58-03cd-4109-91f4-0f623d1717ac,Oxytetracycline Dihydrate,AA-002,REC-0004434,10000,uM
AD06,25630889-23d4-4c68-a6ea-a04eef9fbca0,L-Adrenaline,AA-003,REC-0000573,10000,uM
AD07,e8f2edfe-653f-424d-97cb-bb64a5db358b,Ammonium Glycyrrhizinate,AA-001,REC-0004983,10000,uM
AD08,caee0578-3667-47cb-89cf-8437503953d7,3-Methyladenine,AA-003,REC-0000071,10000,uM
AD09,c10c6fa4-331f-465b-a543-9112deabae87,"lovastatin, Altoprev, MK-803",AA-003,REC-0004419,10000,uM
AD10,8af16b30-2367-4143-87e7-bac18ec2519c,Ritodrine,AQ-002,REC-0000574,10000,uM
AD11,6743552d-4262-49b2-9934-9c1238a4f6a6,Icariin,AA-003,REC-0000343,10000,uM
AD12,e41f1158-857c-4ad8-a146-1911c0d16c3d,CPI-613,AA-002,REC-0002201,10000,uM
AD13,abe9d72e-1329-4239-b63b-66b10daf0a04,Rosiglitazone,AQ-003,REC-0000845,10000,uM
AD14,e7800cf1-0516-4be2-84a9-9eab4fb34d78,Ceftiofur,ZZ-001,REC-0002363,10000,uM
AD15,03581902-0431-401e-a9d5-fbbba56fc180,Magnolol,AA-002,REC-0001222,10000,uM
AD16,ea55c73e-a260-4610-9d4b-2b00a4693bf2,A-803467,AA-002,REC-0000116,10000,uM
AD17,8f4a2435-73b9-48b5-a8ca-e1e0a5c00ae4,Trimebutine,AA-002,REC-0000498,10000,uM
AD18,2c589fc8-6905-4157-9b8a-ca4045553049,Daphnetin,AA-002,REC-0002248,10000,uM
AD19,b0efead5-d1d6-4720-9342-a15fb0b202c3,Neohesperidin Dihydrochalcone (Nhdc),AA-001,REC-0063632,10000,uM
AD20,39918d12-8571-41a5-ab81-baf689c76f61,WP1066,AA-002,REC-0000383,10000,uM
AD21,57e8581b-ebd3-4695-b328-10d3ce515a6d,Bexarotene,AA-002,REC-0001496,10000,uM
AD22,17b594b3-2b3d-4570-8830-58c1feb32bb4,Isoprenaline,AQ-005,REC-0000497,10000,uM
AD23,85fb9e2b-09a2-4c2d-ab9a-130807ad5fdd,Paeonol,AA-002,REC-0000532,10000,uM
AD24,1150e936-c775-49d7-b596-e509fbbdaca0,MPEP,AA-002,REC-0000952,10000,uM
AD25,74f894be-1829-4f6c-9dce-810ef8458591,Imidapril,AQ-001,REC-0001873,10000,uM
AD26,86e46ee9-564e-43a4-bc40-6fc4f3542921,Zidovudine,AA-007,REC-0002146,10000,uM
AD27,118021a1-3a67-457a-a1ee-76dc3c8c9cad,Rutaecarpine,AA-002,REC-0002127,10000,uM
AD28,6cafde61-1a1a-4e8e-97cf-9a1f41f5d9b1,AM251,AA-002,REC-0000216,10000,uM
AD29,a1f38177-77fb-4193-8827-eaded3718698,Dextrose,AA-002,REC-0002194,10000,uM
AD30,49307323-d32b-4264-acfa-e1a98abf5cd5,Tolvaptan,AA-002,REC-0000414,10000,uM
AD31,e0575094-c88e-4a31-9cba-b2121c713d02,Sinomenine,AA-002,REC-0000607,10000,uM
AD32,272f5b57-219f-4630-80f6-20822e8430d4,Clindamycin,AA-003,REC-0001850,10000,uM
AD33,4905fa1e-f253-4cb4-9b8f-9f899eae77b1,AZD8330,AA-002,REC-0001173,10000,uM
AD34,a78ab794-3c26-4465-a621-54a7d04012d9,Idebenone,AA-003,REC-0000898,10000,uM
AD35,9455bde2-21a1-4a7a-9843-063ff16d4a81,Troxerutin,AA-003,REC-0001114,10000,uM
AD36,ab54f177-4fd3-4b31-99f8-d4357010ba03,Baricitinib,AA-002,REC-0001884,10000,uM
AD37,f8c27cca-5c6a-4795-81ce-a097bd33265d,Tebipenem pivoxil,AA-004,REC-0000308,10000,uM
AD38,cac4ed1b-fb1e-4d88-b845-d8b2faa842b8,Noradrenaline,GD-002,REC-0000575,10000,uM
AD39,2063b1f5-30a2-4476-9982-e09ec3862293,Biochanin A,AA-002,REC-0000665,10000,uM
AD40,08fe8274-79a5-4ff4-9961-1dda864e23af,Golvatinib,AA-003,REC-0001171,10000,uM
AD41,805ec697-cb70-4407-92ea-0390af7c9654,Givinostat,AQ-003,REC-0000863,10000,uM
AD42,bc304cf2-c1fe-4579-9371-d1b34984ee4f,LY2603618,AA-002,REC-0001071,10000,uM
AD43,30b92814-db90-4a1c-962b-96aa7761c229,Indirubin,AA-006,REC-0001355,10000,uM
AD44,7dfb7cfa-faab-4fcf-8520-d39b959a107d,WHI-P154,AA-003,REC-0002150,10000,uM
AD45,ff978ef2-e94e-4aab-9b58-c3ba335210e5,ACSS2 inhibitor,AA-001,REC-0064229,10000,uM
AD46,41c062ae-0171-49f3-9d42-0b9612375f4c,OSS_128167,AA-001,REC-0064244,10000,uM
AE03,1b1f0935-4e55-441a-8f47-ca7c4e443069,RAF709,AA-001,REC-0064264,10000,uM
AE04,40c7dcd1-7bfd-453d-b294-e1a838a1bc1f,Ginsenoside Rb1,AA-004,REC-0063814,10000,uM
AE05,b85d3a15-9765-4725-b657-f7655f60b038,Cabozantinib,AA-002,REC-0001482,10000,uM
AE06,9e064f2d-a633-43eb-a751-87fdf333cbe4,Naproxen,FP-002,REC-0000551,10000,uM
AE07,60b17089-dcb5-476e-823a-f6ad031a7213,Loratadine,AA-002,REC-0001664,10000,uM
AE08,9ab3ed92-57de-4ea4-8199-3823d8e79a88,Vitamin B12,ZZ-001,REC-0002372,10000,uM
AE09,a4c32a8f-88e1-4bcc-89bb-469d867b0db7,Alisertib,AA-003,REC-0000198,10000,uM
AE10,2c86a5da-0ea7-406f-8587-69e346df820d,Amphotericin B,AA-007,REC-0002260,10000,uM
AE11,a8e98dbf-7323-4233-a262-bc8220c3b3db,Acitretin,AA-002,REC-0000155,10000,uM
AE12,7dd25c35-682d-4440-9bd1-e0704ea8d6f8,Tropicamide,AA-002,REC-0001380,10000,uM
AE13,993638ce-8703-48c8-8bb2-e7c847bbbf38,AG-490,AA-002,REC-0000181,10000,uM
AE14,678905a2-d71f-4b21-8a4d-8624c9402be5,Ketorolac,AA-001,REC-0000728,10000,uM
AE15,533be137-38bc-4aeb-b5cd-7980e86500f7,Lopinavir,AA-002,REC-0001287,10000,uM
AE16,4b910cd8-7470-4176-851e-0416636c0164,Triamcinolone,ZZ-001,REC-0001572,10000,uM
AE17,cc4b549f-4cd3-43e7-a1e4-db0b40b3e730,SNS-314,BQ-003,REC-0001462,10000,uM
AE18,1a120be4-1c9a-4f5b-87ff-e96ea1c2046c,Enalaprilat,AA-002,REC-0000829,10000,uM
AE19,85a56032-9172-44d1-a6e4-b1e2eed1b21d,Oxcarbazepine,AA-002,REC-0002031,10000,uM
AE20,b787e740-4f7e-437e-b81d-a84968a4c049,Miconazole,CI-003,REC-0000512,10000,uM
AE21,1ab28bf0-06ed-4485-9ea5-73aa59bd1195,Lenvatinib,AA-003,REC-0000545,10000,uM
AE22,800f714d-da15-45aa-b5c1-3ca27fd85411,Aminoglutethimide,AA-002,REC-0000228,10000,uM
AE23,78ffaee3-af4d-432f-9e28-6964d48fa8ea,Tenofovir,ZZ-001,REC-0001754,10000,uM
AE24,39dc2eb9-3943-447b-8a67-8b284fcaf5a3,Nefiracetam,AA-002,REC-0000450,10000,uM
AE25,5ddfdce5-1d76-4a8d-99a5-023d104cfbdd,WZ4002,AA-002,REC-0000640,10000,uM
AE26,a9fcf01c-ee7e-44c9-b9f5-2968d0937742,Ipratropium,CG-002,REC-0000262,10000,uM
