address,reagent_id,reagent_label,reagent_batch_name,rec_id,concentration,concentration_units
AC13,1f6ae4cf-2f4a-4a4f-936e-919207b0e400,Leupeptin,ZZ-003,REC-0002283,10000,uM
AC14,3242190b-3205-4343-8f0c-ba59fa02784d,DASA-58,AA-002,REC-0001668,10000,uM
AC15,d17dbaaf-995b-4fb4-8881-1a01dddba750,"Peficitinib (ASP015K, JNJ-54781532)",AA-001,REC-0064068,10000,uM
AC16,078933bc-ae20-443b-8ed4-f8174b6d842f,umbralisib (TGR-1202),AA-001,REC-0064118,10000,uM
AC17,bfd3e108-0a6c-4b10-b3ce-27264521fc82,Calpeptin,ZZ-002,REC-0001852,10000,uM
AC18,1995b7f4-761d-46d3-bb6f-48d8f0b9063a,GSK2292767,AA-002,REC-0005389,10000,uM
AC19,03d14c8e-b80e-495c-9019-b28a6b769478,LY333531,AQ-003,REC-0003599,10000,uM
AC20,45db5fef-cb18-447b-833a-6e1f735b5a65,Hydroxyfasudil (HA-1100) HCl,ZZ-001,REC-0064996,10000,uM
AC21,789eacce-b54a-41a1-b604-ccfea09bbe81,CGP 57380,AA-003,REC-0001270,10000,uM
AC22,4d2b0351-2c58-4159-b0dc-4efdd973ef62,PX-12,AA-002,REC-0005446,10000,uM
AC23,01bbe96d-0ced-4222-b9f8-f67173b9ff2d,"Savolitinib(AZD6094, HMPL-504)",AA-001,REC-0064070,10000,uM
AC24,7a1df4ca-867c-4405-8b3a-beba987e2fad,Ensartinib (X-396),AA-001,REC-0064122,10000,uM
AC25,337c92d1-b301-4a7f-84cf-ac9adad609aa,NH125,CM-002,REC-0001858,10000,uM
AC26,b9c3e18e-8b3f-45cf-a8a7-0fd9bf491aff,Lificiguat,AA-002,REC-0004267,10000,uM
AC27,621e191b-190b-409a-a54d-b997ac997aea,SecinH3,AA-002,REC-0001972,10000,uM
AC28,abfc9c91-5abc-4f72-ba0f-916e5d2995d9,Etomoxir (Na salt),AA-001,REC-0064124,10000,uM
AC29,27d35838-5671-484e-ab84-c8952aa64549,E3330,AA-002,REC-0001854,10000,uM
AC30,cb48aeb7-99d1-459c-9f6f-dd353232da29,L755507,AA-002,REC-0005405,10000,uM
AC31,1c43135d-5882-48be-b2f0-c3377f750794,Liproxstatin-1,AA-002,REC-0001675,10000,uM
AC32,c3c4328e-348e-491a-960e-72fd99571ef9,GSK583,AA-001,REC-0064128,10000,uM
AC33,cef0c66c-52a7-4812-924b-f6b73af5663c,XEN445,ZZ-001,REC-0001661,10000,uM
AC34,7db3683c-5c46-4b52-9fd6-dc4590664262,SKF38393,AQ-002,REC-0001674,10000,uM
AC35,49923481-abc7-4970-9978-f1f35128dcac,CCG-1423,AA-002,REC-0001712,10000,uM
AC36,6c964ac2-37c5-4c6a-a5d9-90414dd8fcb6,STO-609,AA-002,REC-0004296,10000,uM
AC37,cd37eb03-6e91-4301-8952-d644e4a817a8,LB42708,AA-002,REC-0001678,10000,uM
AC38,11421208-d04d-466e-a969-9b71bb864e8b,ZM 39923,AQ-003,REC-0000439,10000,uM
AC39,0f9699ed-228f-4b8a-a01b-1cec35a3dc0f,NU1025,AA-002,REC-0001811,10000,uM
AC40,042872da-7a87-4725-9f7f-a78491fcccbe,Fatostatin HBr,CG-003,REC-0005375,10000,uM
AC41,67338364-560a-4e44-a304-9f41ec3d5d9f,YH239-EE,AA-002,REC-0001147,10000,uM
AC42,cf231c35-9f98-4beb-b059-57f17ab59240,TAK-438,AH-002,REC-0001991,10000,uM
AC43,786dcc40-1fe7-4627-8112-99840057669d,ANA-12,AA-003,REC-0005326,10000,uM
AC44,45f6f191-6508-49ca-93b4-b23f4cd6934f,CZ415,AA-001,REC-0064137,10000,uM
AC46,cdda9e2d-2f90-4c72-a9e4-2752818215eb,Takinib,AA-001,REC-0064256,10000,uM
AE04,fca5d418-978f-498c-91b1-8ebb18741d60,4-Isopropylbenzaldehyde,AA-003,REC-0006402,10000,uM
AE05,de06c298-e90c-42f2-b899-0eb999f5268d,ESI-09,AA-002,REC-0001179,10000,uM
AE06,fe7cfed3-f1a3-4d86-943f-459be7e7c4bd,GSK3787,AA-002,REC-0001442,10000,uM
AE07,30c1e2d8-3268-49fc-8f4e-922fdafa38f2,6-Thio-dG,ZZ-001,REC-0000099,10000,uM
AE08,b70edd94-21d1-47c8-beee-9eab0fda561e,ATI-2341,AA-001,REC-0064141,10000,uM
AE09,2f87d142-fb19-461b-a215-684b796641a5,Trelagliptin,ZZ-002,REC-0001910,10000,uM
AE10,722fee9d-c4fd-40b1-ab85-c5dbcc290002,Necrostatin-1,AA-002,REC-0001326,10000,uM
AE11,9e6e34f6-446c-42f7-84f6-33dc38c223e2,Elacridar,AA-002,REC-0001967,10000,uM
AE12,a34fc4c3-c3d8-43b8-ab6f-c2f3e8c07d8b,LY3023414,AA-003,REC-0004243,10000,uM
AE13,2fa58399-6f5b-4acf-8f04-ebacf317efcf,FR 180204,AA-004,REC-0001298,10000,uM
AE14,f26b7374-811c-46a2-b2f0-dc0f053416bc,Dynasore,AA-002,REC-0000520,10000,uM
AE15,d487de65-d034-4220-9fbc-93279e911192,Combretastatin A4,ZZ-002,REC-0001954,10000,uM
AE16,cee039bf-9a52-4d7e-8e18-6d1eae3b9edc,XMU-MP-1,AA-001,REC-0064150,10000,uM
AE17,68b7529e-6880-4e4d-9b8c-b414d471d4fa,Lorlatinib?(PF-6463922),AA-001,REC-0064062,10000,uM
AE18,9612f9a4-0046-4dec-84e1-f954afc3c227,Sabutoclax,ZZ-001,REC-0002301,10000,uM
AE19,1c54758d-529b-4a55-bffc-bebe9bbd8859,GNE-317,AA-002,REC-0001789,10000,uM
AE20,7555fabd-1677-49fa-81a8-f5f71a12873e,CPI-1205,AA-001,REC-0064158,10000,uM
AE21,e56c0bf2-80c0-4eeb-b7d7-0b5db4a9669a,Erythromycin cyclocarbonate,ZZ-001,REC-0001841,10000,uM
AE22,45977d5d-1d48-4a8a-8e64-e8d1b4d0b0ae,RI-1,AA-002,REC-0000686,10000,uM
AE23,33bcf873-343b-4fff-83f2-af1a30ca672f,MHY1485,AA-002,REC-0001681,10000,uM
AE24,b13180cb-a997-4b35-af98-7d355397d575,GSK2193874,AA-001,REC-0064163,10000,uM
AE25,9face084-861d-4a29-99f9-29f823e33832,AT13148,ZZ-002,REC-0001262,10000,uM
AE26,e61ff7e5-68d6-4630-a83a-429b12489e33,Z-VAD(OH)-FMK (Caspase Inhibitor VI),AA-001,REC-0064103,10000,uM
AE27,f9d8002d-bc02-4c6c-b83e-e07acfbaec11,EPZ020411 2HCl,AQ-001,REC-0064083,10000,uM
AE28,3093137d-6ef6-4bc0-b392-2a91b3c97b1a,ML390,AA-001,REC-0064169,10000,uM
AE29,db2ed958-e27a-4a96-a783-34153656cc11,LLY-507,AA-002,REC-0003647,10000,uM
AE30,3e2051b7-0c7b-4b6a-abe8-119d0b01aef4,ICI-118551 Hydrochloride,AQ-002,REC-0005395,10000,uM
AE31,f59c3535-5b6a-421a-a8af-48640a8e3fa4,I-BRD9,AA-002,REC-0004412,10000,uM
AE32,766ca90e-9e4b-4c2b-bbf1-0d5a0883cfb5,KRIBB11,AA-002,REC-0063164,10000,uM
AE33,4019b5c3-8454-4286-aab2-05b3c8fae958,INCB024360 analogue,AA-001,REC-0064064,10000,uM
AE34,bd4ad154-13a5-4236-a894-a43b1a735794,Salinomycin,AA-001,REC-0003316,10000,uM
AE35,58700bc7-1934-4085-8448-ef490022ee44,Eliglustat Tartrate,AA-001,REC-0005365,10000,uM
AE36,079151bd-b033-424a-b8d8-a1bc16377f79,10074-G5,AA-001,REC-0064181,10000,uM
AE37,ede3554b-006b-4541-b64e-39d329b4000c,BV-6,ZZ-001,REC-0001906,10000,uM
AE38,1549f2d0-d49b-4f58-bbcb-9f86210b050a,Cl-amidine,CN-001,REC-0064106,10000,uM
AE39,8bc7274b-2bb5-4a94-95b2-be9f20ca6100,Oleuropein,AA-003,REC-0001759,10000,uM
AE40,fad64fe6-fdfb-4bd0-a2a1-9314a377e5cb,MK-8617,AA-001,REC-0064185,10000,uM
AE41,d92b336f-14fc-4675-8c04-a527cb422e00,Tasquinimod,AA-003,REC-0001915,10000,uM
AE42,9834f558-58c7-4103-b44f-3e44e1b84109,GDC-0326,AA-001,REC-0064108,10000,uM
AE43,8ccacede-931c-4481-b9d2-28a5cf7f3aaf,CC-223,AA-002,REC-0004085,10000,uM
AE44,fd74d572-2dcc-4edb-bcb1-2acd04002082,TAK-063,AA-001,REC-0064192,10000,uM
AE46,342d2220-94a3-498a-9084-43527beda064,Cinene,AA-001,REC-0064300,10000,uM
C03,c81f1cb9-1a65-4529-b618-61a095ba6a71,Perifosine (KRX-0401),AA-002,REC-0005435,10000,uM
C04,630452c7-0b26-4599-9989-e4df0f380373,Squalene,AA-001,REC-0064290,10000,uM
C05,97ed383e-d546-42d7-a3bb-f063067c8239,WIKI4,AA-002,REC-0001424,10000,uM
C06,b10ca19c-1f9c-4232-a31b-3d0fbf81cfd3,PF-3084014,AA-002,REC-0004271,10000,uM
C07,224a4e46-8029-427c-80f6-495bd72dce77,Ro-3306,ZZ-002,REC-0001423,10000,uM
C08,34ffd515-67b7-46a2-9c7a-95cfc22a7b65,HA15,AA-001,REC-0064138,10000,uM
C09,ba090aeb-ce61-4702-b3ea-56eadc4ea1e8,HJC0350,AA-002,REC-0001059,10000,uM
C10,1ec5a18c-96fc-466c-9025-6cdda258deba,Tariquidar,AA-002,REC-0001339,10000,uM
C11,cf84c6f2-8e23-4d4a-8fff-471b2037c410,TRx0237 (LMTX) mesylate,BQ-002,REC-0005463,10000,uM
C12,aecb26d6-bc9c-4347-90d9-72a3224063dc,NSC228155,AA-001,REC-0064142,10000,uM
C13,fca8da6f-c4e3-4209-924d-b0a0ed8b66b7,VGX-1027,AA-002,REC-0001605,10000,uM
C14,f2e276f9-e723-4441-9a7f-56d29fd98eb8,UPF 1069,AA-002,REC-0001236,10000,uM
C15,4c5e463a-113d-40c1-be34-f100e984b2ef,SU6656,AA-002,REC-0001903,10000,uM
C16,2ab6f41d-0932-46f1-afc9-f0595e19691f,ITSA-1 (ITSA1),AA-002,REC-0005402,10000,uM
C17,ff4d9ec7-0840-4138-b4d2-b96416401dc4,XMD8-92,AA-003,REC-0001631,10000,uM
C18,9e532efd-831c-4eb6-8c07-f27e2c301f6e,ABT-199,AA-004,REC-0000124,10000,uM
C19,31ec8dff-6d7b-4c89-9cdf-7641a12f4473,Fumagillin,AA-001,REC-0064076,10000,uM
C20,9ee1d987-3fc1-4193-8c16-dcf587a4392c,PF-06409577,AA-001,REC-0064151,10000,uM
C21,9fe81079-65ca-4c99-af66-badede52df4a,PTC-209,CG-002,REC-0000627,10000,uM
C22,7d0d579b-bab9-4670-a06c-c4b435641494,Nutlin-3b,ZZ-001,REC-0002006,10000,uM
C23,b9741228-c84e-468d-bcd7-40d1b88ba7a7,Pexmetinib,AA-003,REC-0001802,10000,uM
C24,3883c6f1-860c-4b2f-b534-2dfc8ffbd4e9,APS-2-79 HCl,AQ-002,REC-0010389,10000,uM
C25,37ee6931-b2d4-41b1-a4c2-2e3a2d14b6a1,Piperlongumine,ZZ-001,REC-0001960,10000,uM
C26,8cffb147-9ca8-49aa-97b9-28f801661e47,Bardoxolone methyl,AA-005,REC-0002299,10000,uM
C27,89752e08-225a-48a3-a71f-d50aa420d51b,Itacitinib (INCB39110),AA-001,REC-0064080,10000,uM
C28,13f61bfd-4d32-412c-a9b8-39097bec1b8f,LM10,AA-001,REC-0064164,10000,uM
C29,2034c236-ea2a-4b0f-a0a9-e782c737a738,WH-4-023,AA-002,REC-0000687,10000,uM
C30,35e9a39d-c060-4777-9672-2301325b8bda,Sotagliflozin,AA-003,REC-0001881,10000,uM
C31,1218061e-bebd-4a1b-92f3-a7b0db0f1430,"Nazartinib (EGF816, NVS-816)",AA-001,REC-0064084,10000,uM
C32,3683b6a1-bf40-4c79-a21d-4a687e0c9a50,MSC2530818,AA-001,REC-0064170,10000,uM
C33,34da7f0f-3415-445d-be7a-1cc7094334a1,UNC-2025,ZZ-001,REC-0001861,10000,uM
C34,4a55c128-beb1-4722-9434-6650e0b2911e,Acalabrutinib,AA-002,REC-0004289,10000,uM
C35,442d65d7-4fda-4b71-a263-d8e22329e44a,Endoxifen,AQ-002,REC-0001830,10000,uM
C36,d21922c7-359b-4403-983f-a8288e1ca6ca,MX69,AA-001,REC-0064176,10000,uM
C37,788f3434-1224-44c1-aea0-cd7ba9fd0fc9,Reversine,AA-002,REC-0001643,10000,uM
C38,2d079871-27d8-4cac-9935-e4560cb5e96c,Deguelin,AA-001,REC-0064105,10000,uM
C39,d9afef6e-1daf-4015-8f8f-a5d354652eab,Ulixertinib,AA-003,REC-0001736,10000,uM
C40,df466685-848f-4cca-8c1c-1cec9dfc000e,LTURM34,AA-001,REC-0064182,10000,uM
C41,56174e89-9f58-4375-8d65-2bede5d617a7,Filgotinib,AA-002,REC-0001615,10000,uM
C42,433df490-fb5b-4d40-8ea9-f4c44703a16e,Halofuginone,AA-002,REC-0005390,10000,uM
C43,15ad14cc-162f-4bdc-b9c2-37b36d8809d9,LJH685,AA-002,REC-0005409,10000,uM
C44,26e69f33-1e3e-4602-bdc5-fc31df736583,KPT-9274,AA-001,REC-0064186,10000,uM
C46,cce4f219-1f0e-4658-8c5c-7820786c7784,4-Isopropylbenzyl Alcohol,AA-001,REC-0064296,10000,uM
E03,2bc95b66-fa87-4462-81a5-e2d6a424101b,2-Methylenebutyrolactone,AA-001,REC-0064302,10000,uM
E04,ad0bf329-369c-428d-9d5e-554823123244,BML-277,AA-003,REC-0003997,10000,uM
E05,df9eb0a2-ac23-47a9-b896-54dc24882117,URMC-099,AA-003,REC-0001936,10000,uM
E06,b6a53905-6637-451d-b26a-d32f0e9e2c1e,Xanthohumol,ZZ-001,REC-0001696,10000,uM
E07,6247bddf-4a0c-4594-aee5-37ed3eae323f,MI-3 (Menin-MLL Inhibitor),ZZ-001,REC-0001728,10000,uM
E08,4eb34f47-43b6-4e44-916f-866036b93067,GDC-0084,AA-001,REC-0064109,10000,uM
E09,1092ed10-477a-40a3-9104-bb5de891a3b7,K02288,AA-002,REC-0002100,10000,uM
E10,585aee13-ba48-4575-8951-61bbefb946e0,Epacadostat,AA-002,REC-0000701,10000,uM
E11,5e8d4f23-4810-459e-9643-881cc505a365,Lomitapide,BQ-002,REC-0001666,10000,uM
E12,59ab6a22-c5e7-41c3-a125-0f6d8d384646,VO-Ohpic trihydrate,AA-001,REC-0064112,10000,uM
E13,95eb594a-fd3c-4606-a2a4-c70ee015d6bd,4EGI-1,ZZ-002,REC-0000079,10000,uM
E14,b38b1242-883d-463a-8444-d516da1a9766,DEL-22379,AA-003,REC-0001970,10000,uM
E15,7412681d-4cb0-4814-b6d7-630597559f62,D 4476,AA-003,REC-0001677,10000,uM
E16,8f25d0c6-a6c2-4415-b368-5334c07d8cf1,FPS-ZM1,AA-002,REC-0004295,10000,uM
E17,bda92f48-0959-4ed1-a2f5-43fd6f3b5263,Phosphoramidon,ZZ-001,REC-0002395,10000,uM
E18,ee444560-fe2b-4aa1-a1b6-07a7cd1d4f1f,Ixabepilone (BMS-247550),AA-001,REC-0064093,10000,uM
E19,3b09ff1c-6ae0-4a74-ac64-7129d412c234,OTS514 hydrochloride,AQ-001,REC-0064069,10000,uM
E20,4188e251-4e0d-44a7-9705-d1fbdd06a288,ML264,AA-002,REC-0005418,10000,uM
E21,965eb2d9-6928-45a7-a549-0ae7a680d374,FLI-06,AA-002,REC-0001769,10000,uM
E22,fe071503-dd52-4d85-9cdb-98140d93b0a9,NSC12,AA-001,REC-0064097,10000,uM
E23,666eda0c-1b98-4ed6-996b-b8675db065c7,CH5183284,AA-003,REC-0001813,10000,uM
E24,4f94fee9-87cb-4f5d-896a-b2c594a5eb54,BAY 1217389,AA-001,REC-0064120,10000,uM
E25,85f20ddf-d608-42dd-96a3-44107a2113aa,KN-93,ZZ-001,REC-0002383,10000,uM
E26,55e83f0a-b284-4410-80b3-0ec973daf866,MRT68921 HCl,ZZ-001,REC-0064995,10000,uM
E27,aff8fd69-afd6-4ec8-903e-e43ec0f0f9fe,LCZ696,ZZ-001,REC-0002390,10000,uM
E28,eee4a029-fe90-4582-8a68-9214aadf1232,MK-886,AA-001,REC-0003618,10000,uM
E29,2c10782f-621e-4a86-be68-f1c5971d8b89,ME0328,ZZ-001,REC-0001743,10000,uM
E30,e6fd5d2c-e469-48c5-ac6d-38c6ac25e98f,LOXO-101,BA-001,REC-0003953,10000,uM
E31,82067669-33e8-4342-aa58-dc1ce51a96c7,GSK 269962,AQ-001,REC-0003766,10000,uM
E32,bf11c87a-9e01-4032-a352-62a7eb839594,RK-33,AA-001,REC-0064126,10000,uM
E33,5e156fda-7775-47af-89ee-67e7b5a5a2ea,CORM-3,ZZ-001,REC-0003479,10000,uM
E34,cff0834e-b747-4b87-8e14-144281bb04bf,SBC-115076,AA-002,REC-0001779,10000,uM
E35,aaeb03b3-5d3f-4db8-a7c8-bfab31a94b3c,A-438079,AQ-002,REC-0000112,10000,uM
